GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC14,HC01_MOE_VC14,HC02_EST_VC14,HC02_MOE_VC14,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36
1400000US42003459202,42003459202,"Census Tract 4592.02, Allegheny County, Pennsylvania",475,22,57671,4936,90.3,3.7,56774,5024,19.4,5.4,3096,1400,20.4,3.3,18053,2748,0.0,5.1,-,**,0.0,5.1,-,**,14.3,3.6,12725,2981,137,29,79413,12416,6.6,6.7,N,N,13.1,8.0,N,N,62.8,11.8,N,N,11.7,8.7,N,N,0.0,16.6,N,N,5.8,5.6,N,N,690,49,39955,3114,94.5,3.0,39878,3114,4.2,2.9,44179,21665,0.7,0.9,N,N,0.0,3.6,-,**,0.0,3.6,-,**,0.0,3.6,-,**,0.6,0.8,N,N,0.4,0.8,N,N,94.1,3.1,39901,3130,16.0,(X),(X),(X),28.5,(X),(X),(X),17.2,(X),(X),(X)
1400000US42003460001,42003460001,"Census Tract 4600.01, Allegheny County, Pennsylvania",1943,94,66035,5433,74.4,4.5,64731,6265,28.8,6.0,8009,3374,41.4,4.0,19171,1607,4.1,2.1,5224,1347,0.9,1.0,1067,1256,24.9,4.0,25048,4128,1309,103,72038,7479,21.0,5.6,N,N,32.6,7.5,N,N,28.4,6.1,N,N,9.1,4.6,N,N,8.2,3.9,N,N,0.7,1.1,N,N,4439,183,29612,2254,91.9,5.2,31391,2210,4.3,4.6,2828,5018,0.0,0.6,-,**,1.9,1.5,27597,10391,0.0,0.6,-,**,0.0,0.1,N,N,1.8,1.3,6270,5116,0.5,0.6,22319,15390,91.4,5.2,31431,2223,22.8,(X),(X),(X),24.0,(X),(X),(X),16.6,(X),(X),(X)
1400000US42003460002,42003460002,"Census Tract 4600.02, Allegheny County, Pennsylvania",1321,81,99542,20219,79.4,5.5,104324,23584,28.4,7.3,9335,8380,35.3,5.3,20314,2234,5.2,4.0,14220,2604,1.4,1.7,1322,1358,27.3,4.6,15607,3461,968,75,115437,26307,11.1,5.0,N,N,28.4,8.3,N,N,34.5,8.9,N,N,10.6,5.8,N,N,14.2,5.7,N,N,1.2,1.8,N,N,3400,174,39155,7797,93.8,5.7,40512,8172,1.4,1.7,49516,19264,0.3,0.5,N,N,4.1,5.8,8711,817,0.0,0.7,-,**,0.0,0.1,N,N,0.4,0.6,N,N,0.0,0.1,N,N,93.8,5.7,40512,8172,20.5,(X),(X),(X),20.8,(X),(X),(X),15.7,(X),(X),(X)
1400000US42003461000,42003461000,"Census Tract 4610, Allegheny County, Pennsylvania",574,34,51719,5943,78.0,5.1,51819,7688,19.5,4.5,3095,1809,37.5,5.5,15289,1670,3.7,3.0,5043,2911,3.3,2.9,1637,1015,20.0,4.7,15552,3747,281,32,60300,9812,13.5,6.0,42863,11657,39.5,7.9,45241,10832,23.1,6.8,94845,22639,17.8,7.1,56224,17995,6.0,4.3,77512,13890,0.0,8.5,-,**,1088,63,27822,3351,95.3,2.8,28851,3346,0.4,0.5,N,N,0.0,2.3,-,**,0.8,0.6,11133,8646,0.0,2.3,-,**,1.4,1.5,6153,11659,2.1,1.8,N,N,1.4,1.4,N,N,95.1,2.8,28839,3357,27.2,(X),(X),(X),38.4,(X),(X),(X),22.8,(X),(X),(X)
1400000US42003462100,42003462100,"Census Tract 4621, Allegheny County, Pennsylvania",1187,91,45696,6170,60.3,6.9,53979,8572,15.5,5.5,2835,1439,43.0,7.0,16921,1769,12.4,6.7,8454,1000,14.2,6.9,1350,798,22.6,4.8,13004,4287,683,94,53458,8401,30.0,10.2,N,N,31.9,9.8,N,N,24.2,8.3,N,N,7.5,5.5,N,N,5.7,5.0,N,N,0.7,1.8,N,N,2809,210,19736,2490,74.5,5.6,23888,3123,17.9,4.1,10745,6995,0.0,0.9,-,**,0.0,0.9,-,**,0.0,0.9,-,**,0.0,0.9,-,**,7.5,5.1,N,N,0.4,0.6,N,N,74.1,5.6,24020,3134,21.0,(X),(X),(X),21.1,(X),(X),(X),16.9,(X),(X),(X)
1400000US42003462600,42003462600,"Census Tract 4626, Allegheny County, Pennsylvania",1547,108,45139,6956,77.4,5.0,44899,8564,16.5,5.5,3313,1711,34.5,5.6,13826,1961,12.7,5.5,10466,4286,10.8,4.8,3876,1804,15.5,4.2,8209,1563,875,95,51678,11820,16.1,6.8,N,N,40.0,10.5,N,N,25.7,9.3,N,N,12.2,6.5,N,N,4.5,4.6,N,N,1.5,2.7,N,N,3542,210,20187,2999,70.8,7.2,23373,3558,21.9,8.0,14474,4143,0.4,0.5,N,N,0.3,0.4,N,N,0.0,0.7,-,**,0.4,0.5,-,**,6.2,5.3,6128,10611,1.6,1.7,11423,12467,70.0,7.0,23384,3604,28.8,(X),(X),(X),28.1,(X),(X),(X),23.4,(X),(X),(X)
1400000US42003463900,42003463900,"Census Tract 4639, Allegheny County, Pennsylvania",1232,105,38034,4772,73.5,7.2,38450,6413,8.8,3.6,6714,5773,26.9,4.6,17743,2912,21.6,6.8,7707,1200,5.6,4.3,1928,761,11.4,4.2,10714,3618,637,98,38726,6448,14.8,9.0,N,N,47.4,10.9,N,N,13.8,7.8,N,N,16.5,9.1,N,N,5.5,4.4,N,N,2.0,3.5,N,N,2663,217,18203,1962,81.4,5.5,19500,2147,15.0,5.6,15467,5279,0.0,0.9,-,**,0.0,0.9,-,**,0.0,0.9,-,**,0.0,0.9,-,**,3.6,2.9,N,N,2.7,4.2,16433,1679,79.0,6.4,19531,2223,22.4,(X),(X),(X),26.5,(X),(X),(X),16.8,(X),(X),(X)
1400000US42003464300,42003464300,"Census Tract 4643, Allegheny County, Pennsylvania",1471,103,68947,16587,80.0,4.7,59778,8001,18.3,5.3,31978,44468,28.4,5.0,19633,2896,2.2,1.7,10719,3404,4.1,3.6,2825,2234,17.5,3.9,41719,40475,820,88,71066,12312,19.4,9.6,27586,15077,24.3,8.4,63947,11532,36.3,11.7,96723,26193,10.2,7.1,65100,15838,5.2,4.3,102042,31605,4.5,3.7,67095,6991,3310,33,31341,7533,91.8,5.3,31936,8054,5.2,4.7,18467,19617,0.0,0.8,-,**,1.7,2.0,58222,20098,0.0,0.8,-,**,0.0,0.8,-,**,1.3,1.9,N,N,0.5,0.7,N,N,91.4,5.3,31940,8096,28.3,(X),(X),(X),27.0,(X),(X),(X),21.9,(X),(X),(X)
1400000US42003464400,42003464400,"Census Tract 4644, Allegheny County, Pennsylvania",1506,123,43693,19724,74.9,6.5,32476,6049,8.0,4.0,72716,111642,31.6,6.7,14522,2465,11.5,5.1,7074,1222,12.5,7.4,2358,1663,11.3,4.2,58545,79432,873,121,39833,6609,17.6,7.8,23543,10438,50.1,10.0,30132,6925,7.2,5.8,89527,22402,14.7,7.6,40490,16236,7.1,6.1,90937,34064,3.3,3.3,52407,19762,3425,218,19987,8502,59.6,8.5,27643,13948,33.1,9.0,8764,2105,0.0,0.7,-,**,0.0,0.7,-,**,0.0,0.7,-,**,1.7,2.5,19372,6900,5.6,3.3,5072,4901,0.5,0.7,N,N,59.1,8.5,27788,14074,32.9,(X),(X),(X),26.5,(X),(X),(X),26.0,(X),(X),(X)
1400000US42003465600,42003465600,"Census Tract 4656, Allegheny County, Pennsylvania",1184,94,69137,20964,75.2,7.0,72606,24441,22.4,6.5,2346,1093,28.6,7.6,14405,1475,4.2,2.5,7038,3676,3.7,2.5,1998,1300,16.4,6.4,50278,50632,505,73,86023,21811,3.8,4.0,N,N,23.4,11.6,N,N,42.2,12.3,N,N,15.6,9.5,N,N,14.1,7.0,N,N,1.0,1.9,N,N,2334,176,35419,10787,87.8,7.5,38040,12183,10.5,7.6,17865,13329,1.0,1.2,N,N,0.0,1.1,-,**,0.0,1.1,-,**,0.0,1.1,-,**,0.7,0.8,2531,1738,2.0,2.0,N,N,86.2,7.6,38270,12342,28.0,(X),(X),(X),27.1,(X),(X),(X),21.4,(X),(X),(X)
1400000US42003465800,42003465800,"Census Tract 4658, Allegheny County, Pennsylvania",1547,83,71401,8547,82.0,4.5,75739,9932,30.0,6.0,4468,1818,22.8,3.8,19812,2182,6.6,3.4,9876,2333,0.8,1.0,223,47,12.5,3.4,14761,3614,859,90,80563,8303,13.2,4.5,36323,4074,20.3,7.1,75945,22236,41.2,7.9,98341,11801,17.5,6.5,52940,12413,7.9,4.2,134285,16068,0.0,2.9,-,**,3597,178,31101,3851,91.9,4.6,31607,4102,4.4,3.6,30247,15269,0.3,0.6,N,N,0.0,0.7,-,**,0.0,0.7,-,**,0.2,0.4,N,N,3.3,2.7,18850,7348,0.3,0.5,N,N,91.9,4.6,31607,4102,21.5,(X),(X),(X),22.2,(X),(X),(X),17.9,(X),(X),(X)
1400000US42003468700,42003468700,"Census Tract 4687, Allegheny County, Pennsylvania",812,64,49367,6094,73.5,6.2,53146,7482,19.8,5.9,4899,2626,30.8,4.7,16682,2021,6.7,4.1,8478,2890,4.3,4.5,1046,1328,15.8,4.0,15753,4361,390,54,66826,10915,14.4,9.7,24789,16032,32.3,10.8,33206,10439,27.9,8.5,100770,15507,10.0,7.8,61662,14681,12.3,5.7,116163,23331,3.1,3.4,127117,35380,1739,161,23713,3584,84.8,7.9,24862,3733,8.3,5.5,28450,10766,0.5,0.5,N,N,0.0,1.4,-,**,0.0,1.4,-,**,0.3,0.6,N,N,6.2,7.8,N,N,0.5,0.7,N,N,84.2,7.9,24704,3766,25.4,(X),(X),(X),24.4,(X),(X),(X),17.4,(X),(X),(X)
1400000US42003468800,42003468800,"Census Tract 4688, Allegheny County, Pennsylvania",1130,87,59540,9974,70.9,6.9,71085,13232,15.9,5.0,4808,2084,33.7,4.9,12664,2881,5.2,2.8,6537,2921,3.5,2.2,898,427,8.1,3.7,36027,36024,589,80,81326,17684,18.0,9.5,N,N,25.1,10.2,N,N,38.9,9.3,N,N,11.2,7.8,N,N,5.4,4.2,N,N,1.4,2.1,N,N,2407,185,28795,4457,84.8,6.7,31414,5391,5.2,3.5,34856,12478,0.0,1.0,-,**,0.3,0.5,N,N,0.0,1.0,-,**,0.6,1.0,-,**,9.1,4.9,3502,4338,1.7,1.6,17898,10397,83.1,6.4,31684,5509,21.5,(X),(X),(X),28.4,(X),(X),(X),15.8,(X),(X),(X)
1400000US42003468900,42003468900,"Census Tract 4689, Allegheny County, Pennsylvania",1767,115,70871,22303,65.7,6.6,62865,10702,23.1,4.4,78973,101473,38.7,6.1,17132,1426,7.3,4.5,11388,1777,4.5,3.7,4538,1144,19.8,4.6,12263,3348,1002,93,59360,8687,29.9,8.6,N,N,29.6,9.2,N,N,25.4,7.7,N,N,9.3,6.5,N,N,4.5,3.9,N,N,1.2,2.0,N,N,3814,205,33720,11421,79.9,9.2,39274,13693,17.6,8.0,11450,4645,0.0,0.7,-,**,0.9,1.0,30455,9089,0.0,0.7,-,**,0.2,0.4,N,N,1.4,1.8,-,**,0.2,0.4,N,N,79.9,9.2,39274,13693,31.1,(X),(X),(X),24.1,(X),(X),(X),21.4,(X),(X),(X)
1400000US42003469000,42003469000,"Census Tract 4690, Allegheny County, Pennsylvania",1967,84,101498,23434,75.0,3.7,115494,31938,43.5,5.7,7665,2136,32.9,3.1,20897,2016,0.9,1.1,11361,2390,0.5,0.7,2622,27,21.2,3.6,17914,4149,1255,79,126506,35607,17.5,3.5,41870,8203,19.8,6.6,86282,24429,39.7,7.3,188822,91547,4.0,2.6,90228,27243,13.9,5.3,126353,17792,5.3,2.3,116165,43790,4542,22,45032,10689,93.1,3.7,46399,11399,2.0,1.7,33551,26220,0.0,0.5,-,**,4.7,3.3,24020,4136,0.0,0.5,-,**,0.0,0.5,-,**,0.2,0.4,N,N,0.0,0.5,-,**,93.1,3.7,46399,11399,18.7,(X),(X),(X),18.6,(X),(X),(X),16.7,(X),(X),(X)
1400000US42003470300,42003470300,"Census Tract 4703, Allegheny County, Pennsylvania",1658,77,74594,6928,72.3,3.8,71513,8021,30.9,5.2,27207,12578,41.7,5.0,18768,1645,2.2,1.8,3450,2049,2.3,2.0,2313,1549,23.4,4.7,20581,4274,931,85,91989,11718,18.0,4.5,85851,40429,31.3,8.2,74412,16878,35.4,6.7,107065,12182,8.7,4.6,54743,18777,3.0,2.8,225275,136892,3.5,2.6,105812,42239,3886,207,33515,3041,96.2,2.1,34208,3118,1.7,1.5,25780,9574,0.0,0.6,-,**,1.0,1.5,10871,1103,0.0,0.6,-,**,0.3,0.4,N,N,0.8,1.3,N,N,0.8,0.7,33403,13078,95.7,2.2,34171,3138,25.3,(X),(X),(X),25.3,(X),(X),(X),22.8,(X),(X),(X)
1400000US42003470400,42003470400,"Census Tract 4704, Allegheny County, Pennsylvania",1361,74,70542,5805,69.4,5.3,72993,7098,38.6,7.5,9410,6655,46.1,4.9,19473,1645,1.8,1.3,20408,9401,2.9,3.8,6000,974,28.2,5.3,20691,4167,867,89,87585,8025,17.6,5.5,N,N,32.2,9.1,N,N,36.4,7.9,N,N,3.6,3.5,N,N,7.8,4.8,N,N,2.3,2.6,N,N,3071,149,31575,2316,96.9,2.9,32162,2500,1.4,1.6,N,N,0.0,0.8,-,**,0.0,0.8,-,**,0.0,0.8,-,**,0.6,0.9,N,N,1.1,1.7,N,N,2.4,2.2,22680,15241,95.3,3.7,32167,2538,25.0,(X),(X),(X),20.6,(X),(X),(X),19.7,(X),(X),(X)
1400000US42003470501,42003470501,"Census Tract 4705.01, Allegheny County, Pennsylvania",1998,125,77235,7991,85.8,4.9,80393,9733,27.0,6.6,6586,2194,18.1,6.1,16306,3119,1.0,1.2,12670,7770,2.6,3.0,3331,1005,10.7,5.1,18118,5932,870,142,88667,15221,17.2,12.5,N,N,49.9,13.3,N,N,25.1,11.0,N,N,1.6,2.6,N,N,3.9,3.7,N,N,2.3,3.5,N,N,3728,278,41895,5082,52.3,7.6,46940,7670,7.3,8.4,12654,5752,0.3,0.5,-,**,35.5,8.3,42608,6991,1.0,1.2,N,N,0.0,0.2,N,N,3.6,3.4,19879,29095,1.3,1.5,N,N,52.1,7.5,46813,7796,13.8,(X),(X),(X),14.8,(X),(X),(X),14.2,(X),(X),(X)
1400000US42003470502,42003470502,"Census Tract 4705.02, Allegheny County, Pennsylvania",1268,82,84894,8205,68.9,6.7,91234,10242,42.4,8.1,12337,5112,44.5,5.9,21624,2945,2.0,2.2,5684,5124,2.8,2.5,2747,1800,26.7,7.3,23357,6444,852,86,107439,9841,19.4,6.2,N,N,22.7,7.8,N,N,40.5,9.0,N,N,3.3,2.5,N,N,11.5,6.2,N,N,2.7,3.2,N,N,2954,216,37659,3321,94.1,3.8,37635,3257,0.1,0.2,N,N,0.0,0.8,-,**,1.9,1.8,72528,21250,0.0,0.8,-,**,0.5,0.7,-,**,3.4,2.9,24318,28427,0.8,0.9,N,N,93.7,3.7,37743,3263,33.7,(X),(X),(X),31.9,(X),(X),(X),26.9,(X),(X),(X)
1400000US42003470600,42003470600,"Census Tract 4706, Allegheny County, Pennsylvania",1438,87,52242,4829,73.0,5.3,58863,5293,15.9,4.5,4538,2855,30.7,5.9,15215,1423,4.4,3.5,9944,5727,3.3,2.5,1250,1070,22.4,4.6,12143,2928,821,102,55714,6162,22.5,7.4,N,N,33.5,9.5,N,N,19.6,7.8,N,N,18.5,8.6,N,N,5.1,4.4,N,N,0.7,1.5,N,N,3378,229,22996,2078,86.6,8.7,24580,2328,10.9,8.8,14707,2445,0.0,0.7,-,**,0.8,1.0,7131,4802,0.0,0.7,-,**,0.0,0.7,-,**,1.7,2.3,N,N,0.8,1.2,14389,11859,85.8,8.3,24675,2374,25.2,(X),(X),(X),18.1,(X),(X),(X),24.6,(X),(X),(X)
1400000US42003471000,42003471000,"Census Tract 4710, Allegheny County, Pennsylvania",625,33,54147,4426,80.3,3.3,54486,5417,14.2,3.7,5721,3142,28.6,3.7,17374,1710,8.3,4.8,9585,2240,4.3,2.3,2856,3209,17.8,3.8,14890,3247,309,35,66396,7393,11.7,3.8,41817,6512,43.4,9.3,45989,5449,25.2,7.6,93114,18351,4.5,2.8,56450,17824,8.4,3.8,113973,15318,6.8,5.0,87229,36603,1321,89,26240,2064,98.9,1.0,26300,2119,0.9,0.9,N,N,0.0,1.9,-,**,0.0,1.9,-,**,0.0,1.9,-,**,0.2,0.3,-,**,0.0,1.9,-,**,2.8,1.9,10986,5106,96.3,2.1,26683,2114,14.6,(X),(X),(X),18.4,(X),(X),(X),11.4,(X),(X),(X)
1400000US42003472100,42003472100,"Census Tract 4721, Allegheny County, Pennsylvania",1204,81,57873,8029,80.1,7.4,64691,9122,14.1,5.1,2789,1027,27.1,7.3,12506,1650,3.7,3.1,11727,4021,3.4,3.2,2624,335,13.1,5.2,10410,4083,593,84,78233,12864,5.6,4.4,20209,11782,21.4,10.8,48127,22641,49.6,11.8,89974,17496,13.0,9.4,42373,16455,10.5,6.3,159645,59599,0.0,4.1,-,**,2460,167,28942,3983,93.8,4.0,29794,4095,2.4,2.6,22514,21710,0.0,1.0,-,**,1.9,2.2,23487,8136,0.0,1.0,-,**,0.0,1.0,-,**,1.9,1.8,N,N,6.8,5.2,18160,8717,89.6,6.1,30049,4251,23.1,(X),(X),(X),21.8,(X),(X),(X),21.3,(X),(X),(X)
1400000US42003472200,42003472200,"Census Tract 4722, Allegheny County, Pennsylvania",1054,60,69411,7681,84.2,6.0,67507,6921,23.5,6.9,14538,12456,27.4,6.3,16684,2503,5.8,3.0,6425,2971,5.8,4.0,4898,5280,18.2,5.0,15675,5306,558,74,82741,12075,12.2,6.3,45507,15937,29.4,10.3,65347,18600,31.4,9.7,104649,25426,14.7,8.8,79434,18144,12.4,8.1,109143,29222,0.0,4.4,-,**,2405,151,31433,3290,97.4,2.1,32121,3431,0.1,0.3,N,N,0.6,0.9,N,N,0.0,1.0,-,**,0.0,1.0,-,**,0.0,1.0,-,**,1.9,1.9,N,N,3.1,2.7,29568,8966,94.3,3.4,32204,3520,28.0,(X),(X),(X),38.4,(X),(X),(X),19.8,(X),(X),(X)
1400000US42003472300,42003472300,"Census Tract 4723, Allegheny County, Pennsylvania",906,70,49154,4873,83.7,5.3,48844,5402,14.7,5.2,3772,3145,26.0,5.8,14477,1986,4.1,3.4,7035,2893,2.1,1.5,2253,2601,10.6,3.6,19330,5061,385,68,57752,6358,15.8,7.3,N,N,34.5,10.8,N,N,31.4,9.2,N,N,11.9,8.1,N,N,4.2,3.6,N,N,2.1,2.3,N,N,1788,135,25692,2054,93.5,4.4,25676,2154,2.2,2.2,27351,18469,0.4,0.4,N,N,0.2,0.4,N,N,0.0,1.4,-,**,0.3,0.4,-,**,3.4,3.7,24369,13432,2.7,2.2,20965,10851,91.1,4.9,25739,2229,15.2,(X),(X),(X),19.0,(X),(X),(X),14.2,(X),(X),(X)
1400000US42003472400,42003472400,"Census Tract 4724, Allegheny County, Pennsylvania",776,56,72500,6474,83.0,7.5,74334,6045,24.9,6.3,5234,4620,31.8,8.8,19702,3161,3.7,2.3,9321,1694,2.4,2.4,911,652,11.9,4.3,17921,7155,525,48,88153,7542,5.3,4.0,29800,6239,35.4,10.1,81440,15543,31.8,9.3,93026,9945,9.9,4.7,88673,16967,13.3,5.2,117937,14745,4.2,3.3,86200,12350,1912,107,30758,3001,95.7,2.7,30681,3159,0.8,0.9,N,N,0.0,1.3,-,**,1.7,1.5,69716,45568,0.0,1.3,-,**,0.0,1.3,-,**,1.8,1.7,2415,3496,0.5,0.6,N,N,95.5,2.7,30749,3176,24.2,(X),(X),(X),25.1,(X),(X),(X),18.4,(X),(X),(X)
1400000US42003473100,42003473100,"Census Tract 4731, Allegheny County, Pennsylvania",1990,134,86529,10963,81.7,4.9,87597,12242,30.1,6.7,12151,6557,33.6,4.9,19022,2127,2.5,2.0,5147,2031,2.9,2.2,2297,1803,14.7,4.3,26294,8688,1064,101,114896,18953,10.3,6.0,N,N,25.7,8.4,N,N,51.6,8.4,N,N,3.1,3.7,N,N,6.5,5.0,N,N,2.8,3.1,N,N,4297,213,40274,5009,96.4,2.6,40613,5156,0.0,0.1,N,N,0.0,0.6,-,**,2.2,2.2,22947,8903,0.0,0.6,-,**,1.1,1.4,N,N,0.2,0.3,N,N,5.3,4.2,23575,17450,91.7,4.7,41542,5443,28.4,(X),(X),(X),35.2,(X),(X),(X),20.7,(X),(X),(X)
1400000US42003473200,42003473200,"Census Tract 4732, Allegheny County, Pennsylvania",1592,83,73069,7583,68.2,5.0,82015,10118,37.6,5.9,11462,4116,34.1,4.3,17812,1905,2.0,1.3,13222,6570,0.9,1.3,3487,645,24.2,5.1,21375,5109,809,109,99774,13185,18.0,7.2,N,N,27.8,7.7,N,N,36.0,10.2,N,N,4.9,3.9,N,N,11.0,4.9,N,N,2.2,2.4,N,N,3118,206,37578,3432,89.7,5.4,39246,3481,0.5,0.6,6300,2671,0.0,0.8,-,**,7.4,5.0,28903,30012,0.0,0.8,-,**,1.0,1.1,N,N,1.3,1.8,N,N,2.8,2.1,15960,12645,87.9,5.8,39709,3443,12.2,(X),(X),(X),12.4,(X),(X),(X),10.5,(X),(X),(X)
1400000US42003473300,42003473300,"Census Tract 4733, Allegheny County, Pennsylvania",2259,90,100761,26521,70.3,5.2,114767,34174,33.1,6.2,14812,8223,38.5,4.1,21129,2085,0.9,1.1,13871,5797,1.8,1.8,5908,3431,21.8,4.8,22330,5474,1596,127,122357,37434,17.0,6.1,N,N,25.4,6.8,N,N,40.2,7.8,N,N,5.6,3.2,N,N,10.9,4.4,N,N,0.9,1.5,N,N,5672,378,40617,10597,93.4,4.4,39004,7212,3.7,4.4,12838,4227,0.1,0.2,N,N,0.8,0.9,449156,628336,0.0,0.4,-,**,0.0,0.4,-,**,2.0,2.5,N,N,0.0,0.1,N,N,93.4,4.4,39007,7213,25.1,(X),(X),(X),24.2,(X),(X),(X),20.5,(X),(X),(X)
1400000US42003473401,42003473401,"Census Tract 4734.01, Allegheny County, Pennsylvania",1515,85,125902,16700,79.6,6.2,142252,18685,32.3,5.6,12874,8432,25.5,5.7,18660,3232,5.4,3.8,8780,2684,5.5,4.3,2721,998,9.3,3.8,27977,9980,899,92,172726,26143,14.1,7.6,N,N,35.7,8.3,N,N,37.4,8.4,N,N,2.2,2.0,N,N,10.0,5.9,N,N,0.6,0.9,N,N,3665,218,52270,7579,93.2,4.5,53945,8329,0.4,0.6,N,N,0.1,0.2,N,N,4.3,3.7,36253,34495,0.0,0.7,-,**,0.0,0.7,-,**,2.0,1.9,N,N,0.6,0.7,N,N,92.6,4.3,53982,8366,28.8,(X),(X),(X),29.9,(X),(X),(X),26.0,(X),(X),(X)
1400000US42003473402,42003473402,"Census Tract 4734.02, Allegheny County, Pennsylvania",1581,47,121096,13294,79.3,4.3,125802,15911,42.3,6.6,14284,4741,31.7,4.3,23877,2180,2.9,2.5,12083,6339,5.0,4.1,1700,777,21.5,5.3,25321,7752,1119,77,148163,17937,12.3,4.0,80254,23123,28.0,6.9,180505,55555,39.1,7.0,147740,12673,11.3,5.5,130876,44668,5.9,3.6,181230,24426,3.4,2.4,133145,46250,3852,174,50108,5417,94.1,3.3,48336,4269,0.3,0.5,N,N,0.0,0.6,-,**,3.7,2.2,58934,18002,0.0,0.6,-,**,0.0,0.6,-,**,1.9,1.9,N,N,0.2,0.3,N,N,93.9,3.2,48363,4286,26.2,(X),(X),(X),26.2,(X),(X),(X),20.5,(X),(X),(X)
1400000US42003473500,42003473500,"Census Tract 4735, Allegheny County, Pennsylvania",1321,38,153480,18434,83.6,5.9,157982,22183,48.0,6.6,18192,7440,21.3,5.2,23674,3236,1.3,1.4,19765,13521,0.8,1.2,15500,7,16.0,4.5,28000,7665,1091,84,165949,22657,11.6,5.8,N,N,31.8,7.0,N,N,43.4,8.4,N,N,5.7,3.1,N,N,4.9,2.3,N,N,2.6,4.0,N,N,3934,232,51919,6676,93.6,3.2,53770,7329,0.5,0.8,55900,97649,0.0,0.6,-,**,3.0,2.0,36882,20412,0.0,0.6,-,**,0.7,1.0,-,**,2.2,1.7,7926,13067,2.7,2.0,83613,69067,90.9,3.9,52869,7697,21.7,(X),(X),(X),22.0,(X),(X),(X),16.1,(X),(X),(X)
1400000US42003473601,42003473601,"Census Tract 4736.01, Allegheny County, Pennsylvania",1586,70,148527,21225,72.6,4.8,167927,25786,36.2,6.0,34348,18593,37.1,5.0,18719,2816,0.6,0.9,4678,18,1.3,1.4,845,273,17.7,4.5,32622,11271,1102,91,179902,29468,11.5,4.8,64282,19912,23.8,5.8,229301,81452,44.5,8.2,203522,42678,7.4,3.8,106248,25558,10.5,4.9,161428,41060,2.3,2.1,113896,37038,3902,227,61525,9259,92.1,3.2,63019,10059,1.9,1.9,26014,12830,0.4,0.5,N,N,4.5,2.6,50483,17961,0.0,0.6,-,**,0.0,0.6,-,**,1.1,1.2,N,N,2.4,1.8,243765,178704,90.3,3.4,58088,9068,36.5,(X),(X),(X),37.9,(X),(X),(X),28.8,(X),(X),(X)
