GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37,HD01_VD38,HD02_VD38,HD01_VD39,HD02_VD39,HD01_VD40,HD02_VD40,HD01_VD41,HD02_VD41,HD01_VD42,HD02_VD42,HD01_VD43,HD02_VD43,HD01_VD44,HD02_VD44,HD01_VD45,HD02_VD45,HD01_VD46,HD02_VD46,HD01_VD47,HD02_VD47,HD01_VD48,HD02_VD48,HD01_VD49,HD02_VD49,HD01_VD50,HD02_VD50,HD01_VD51,HD02_VD51,HD01_VD52,HD02_VD52,HD01_VD53,HD02_VD53,HD01_VD54,HD02_VD54,HD01_VD55,HD02_VD55,HD01_VD56,HD02_VD56,HD01_VD57,HD02_VD57
1400000US42003101700,42003101700,"Census Tract 1017, Allegheny County, Pennsylvania",616,97,5,10,55,57,325,105,158,58,38,25,31,30,4,7,404,96,5,10,0,10,253,95,107,49,28,19,11,18,0,10,33,40,0,10,11,19,8,14,14,18,0,10,0,10,0,10,107,81,0,10,34,49,20,23,22,25,10,13,17,23,4,7,51,36,0,10,0,10,38,31,10,13,0,10,3,4,0,10,10,12,0,10,0,10,5,7,5,9,0,10,0,10,0,10,11,15,0,10,10,15,1,3,0,10,0,10,0,10,0,10
1400000US42003101800,42003101800,"Census Tract 1018, Allegheny County, Pennsylvania",1449,165,54,47,91,48,642,135,310,72,82,50,192,75,78,48,1058,159,23,26,33,28,478,134,235,59,71,42,164,70,54,40,218,92,31,39,39,39,81,58,36,36,11,16,10,16,10,17,84,45,0,10,9,14,25,29,25,21,0,10,11,14,14,21,37,34,0,10,10,15,27,31,0,10,0,10,0,10,0,10,47,40,0,10,0,10,31,36,9,15,0,10,7,12,0,10,5,9,0,10,0,10,0,10,5,9,0,10,0,10,0,10
1400000US42003110200,42003110200,"Census Tract 1102, Allegheny County, Pennsylvania",2225,243,84,89,209,92,846,178,471,219,196,68,262,105,157,99,1010,202,0,10,89,63,424,138,51,49,165,69,179,94,102,88,202,109,0,10,21,27,54,68,104,84,10,18,0,10,13,20,748,247,72,82,81,90,255,123,239,140,21,25,80,62,0,10,152,84,12,25,7,17,54,48,69,78,0,10,0,10,10,17,68,49,0,10,11,17,27,31,8,15,0,10,3,8,19,26,45,43,0,10,0,10,32,37,0,10,0,10,0,10,13,22
1400000US42003110600,42003110600,"Census Tract 1106, Allegheny County, Pennsylvania",1247,143,9,14,136,84,549,104,233,67,144,56,91,54,85,38,878,133,9,14,79,76,432,86,142,57,102,46,68,47,46,33,82,55,0,10,0,10,31,28,20,30,0,10,23,27,8,14,132,64,0,10,8,15,37,48,52,41,23,26,0,10,12,18,37,49,0,10,0,10,29,47,0,10,8,13,0,10,0,10,68,65,0,10,44,64,10,16,9,14,5,10,0,10,0,10,50,34,0,10,5,14,10,16,10,15,6,10,0,10,19,19
1400000US42003111300,42003111300,"Census Tract 1113, Allegheny County, Pennsylvania",1221,191,26,25,156,83,667,122,199,79,71,48,47,33,55,34,528,130,7,12,33,35,380,88,37,37,26,25,23,20,22,32,114,82,0,10,15,23,88,76,3,7,8,12,0,10,0,10,396,167,0,10,85,67,106,60,131,79,37,41,13,18,24,28,33,39,0,10,23,35,10,15,0,10,0,10,0,10,0,10,53,58,7,12,0,10,31,38,15,26,0,10,0,10,0,10,97,65,12,18,0,10,52,41,13,21,0,10,11,18,9,14
1400000US42003111400,42003111400,"Census Tract 1114, Allegheny County, Pennsylvania",431,97,0,10,32,26,217,87,87,48,20,17,51,38,24,15,173,61,0,10,6,10,79,46,49,33,15,15,5,8,19,15,27,27,0,10,0,10,18,23,0,10,0,10,9,14,0,10,193,82,0,10,6,8,112,59,38,33,5,8,32,34,0,10,38,30,0,10,20,24,8,13,0,10,0,10,5,8,5,7,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
1400000US42003111500,42003111500,"Census Tract 1115, Allegheny County, Pennsylvania",1360,213,43,47,247,98,707,149,182,115,73,41,34,28,74,45,486,129,0,10,91,68,306,119,53,50,4,8,9,15,23,22,100,68,30,44,70,47,0,10,0,10,0,10,0,10,0,10,448,105,5,10,63,48,181,76,104,69,42,28,16,20,37,29,245,92,8,15,14,16,148,74,25,22,27,30,9,13,14,21,67,65,0,10,9,14,58,62,0,10,0,10,0,10,0,10,14,22,0,10,0,10,14,22,0,10,0,10,0,10,0,10
1400000US42003120300,42003120300,"Census Tract 1203, Allegheny County, Pennsylvania",578,136,0,10,57,39,170,100,90,48,160,86,71,44,30,25,264,107,0,10,22,26,47,38,32,38,100,65,38,34,25,24,73,56,0,10,0,10,47,48,0,10,14,20,7,11,5,8,227,87,0,10,35,35,73,55,55,40,38,44,26,29,0,10,3,6,0,10,0,10,0,10,3,6,0,10,0,10,0,10,8,15,0,10,0,10,0,10,0,10,8,15,0,10,0,10,3,4,0,10,0,10,3,4,0,10,0,10,0,10,0,10
1400000US42003120400,42003120400,"Census Tract 1204, Allegheny County, Pennsylvania",162,52,0,10,23,18,63,33,23,18,11,11,29,29,13,13,42,30,0,10,2,4,18,23,13,14,6,9,3,5,0,10,14,14,0,10,0,10,8,12,0,10,2,3,0,10,4,7,102,42,0,10,21,19,37,23,6,10,3,7,26,29,9,12,4,6,0,10,0,10,0,10,4,6,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
1400000US42003120700,42003120700,"Census Tract 1207, Allegheny County, Pennsylvania",299,88,44,49,18,18,105,64,50,26,30,21,23,29,29,31,146,67,30,44,18,18,55,53,18,17,16,14,0,10,9,11,18,25,0,10,0,10,11,14,0,10,7,11,0,10,0,10,81,45,14,20,0,10,20,21,0,10,7,10,21,29,19,29,54,39,0,10,0,10,19,30,32,26,0,10,2,4,1,3,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
1400000US42003120800,42003120800,"Census Tract 1208, Allegheny County, Pennsylvania",171,47,0,10,9,11,98,40,49,24,4,7,9,11,2,5,127,57,0,10,2,5,78,48,34,17,4,7,7,10,2,5,7,18,0,10,0,10,5,13,2,10,0,10,0,10,0,10,34,23,0,10,7,10,12,16,13,15,0,10,2,5,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,3,6,0,10,0,10,3,6,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
1400000US42003130100,42003130100,"Census Tract 1301, Allegheny County, Pennsylvania",413,96,16,26,63,55,242,83,46,38,7,10,33,24,6,9,161,61,0,10,15,25,96,48,21,18,5,8,18,16,6,9,67,48,0,10,0,10,65,48,2,4,0,10,0,10,0,10,146,79,16,26,37,43,76,63,0,10,2,6,15,18,0,10,5,8,0,10,0,10,5,8,0,10,0,10,0,10,0,10,11,19,0,10,11,19,0,10,0,10,0,10,0,10,0,10,23,34,0,10,0,10,0,10,23,34,0,10,0,10,0,10
1400000US42003130200,42003130200,"Census Tract 1302, Allegheny County, Pennsylvania",367,106,0,10,36,41,165,68,83,51,46,23,12,17,25,19,197,55,0,10,0,10,96,42,25,26,46,23,12,17,18,16,11,15,0,10,0,10,0,10,11,15,0,10,0,10,0,10,101,50,0,10,13,15,55,38,26,26,0,10,0,10,7,10,58,76,0,10,23,38,14,23,21,33,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
1400000US42003130300,42003130300,"Census Tract 1303, Allegheny County, Pennsylvania",320,96,5,8,48,60,125,61,69,41,29,22,23,19,21,16,146,58,5,8,43,61,60,37,9,11,9,11,10,11,10,11,5,8,0,10,0,10,0,10,0,10,5,8,0,10,0,10,131,53,0,10,5,8,44,31,53,44,15,15,9,14,5,8,7,11,0,10,0,10,2,6,5,9,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,31,30,0,10,0,10,19,28,2,6,0,10,4,6,6,9
1400000US42003130400,42003130400,"Census Tract 1304, Allegheny County, Pennsylvania",299,68,0,10,80,39,101,48,43,31,45,30,17,16,13,15,120,45,0,10,21,29,50,26,16,16,23,20,0,10,10,13,13,17,0,10,0,10,0,10,13,17,0,10,0,10,0,10,89,41,0,10,35,24,22,27,14,14,13,14,5,8,0,10,61,43,0,10,11,17,29,34,0,10,9,13,12,13,0,10,13,20,0,10,13,20,0,10,0,10,0,10,0,10,0,10,3,6,0,10,0,10,0,10,0,10,0,10,0,10,3,6
1400000US42003130600,42003130600,"Census Tract 1306, Allegheny County, Pennsylvania",748,186,13,18,8,13,376,142,179,75,79,61,19,24,74,47,474,152,0,10,0,10,266,134,110,56,49,53,8,13,41,40,30,30,0,10,8,13,0,10,11,17,0,10,11,21,0,10,178,81,13,18,0,10,68,61,58,46,30,33,0,10,9,14,35,48,0,10,0,10,35,48,0,10,0,10,0,10,0,10,23,29,0,10,0,10,7,18,0,10,0,10,0,10,16,18,8,11,0,10,0,10,0,10,0,10,0,10,0,10,8,11
1400000US42003140100,42003140100,"Census Tract 1401, Allegheny County, Pennsylvania",2191,270,458,158,741,214,373,99,227,66,82,50,67,43,243,46,670,123,52,50,85,56,137,62,95,42,59,46,32,30,210,48,90,56,17,19,9,12,30,28,34,30,0,15,0,15,0,15,140,62,13,18,55,49,43,29,0,15,0,15,29,28,0,15,800,198,212,77,458,179,78,43,35,27,0,15,6,9,11,17,71,52,9,18,7,10,28,31,16,19,11,18,0,15,0,15,420,142,155,104,127,75,57,38,47,35,12,18,0,15,22,22
1400000US42003140200,42003140200,"Census Tract 1402, Allegheny County, Pennsylvania",1419,208,96,60,235,107,613,141,119,59,113,64,109,58,134,72,617,147,16,19,19,23,270,115,52,41,91,54,58,31,111,67,80,54,11,16,0,10,48,36,21,25,0,10,0,10,0,10,339,95,0,10,104,56,211,87,13,21,0,10,11,19,0,10,233,97,61,42,90,68,50,35,11,18,0,10,9,15,12,20,34,29,0,10,0,10,23,24,0,10,11,17,0,10,0,10,116,60,8,12,22,34,11,18,22,23,11,17,31,28,11,16
1400000US42003140300,42003140300,"Census Tract 1403, Allegheny County, Pennsylvania",1862,236,17,18,215,168,813,133,295,77,125,66,182,62,215,75,1135,234,17,18,163,171,406,123,178,66,104,61,127,51,140,59,159,70,0,10,28,26,93,62,38,43,0,10,0,10,0,10,284,89,0,10,16,18,164,65,16,18,21,24,37,27,30,27,66,38,0,10,8,13,33,31,17,14,0,10,0,10,8,14,83,50,0,10,0,10,49,44,6,10,0,10,10,15,18,21,135,60,0,10,0,10,68,48,40,28,0,10,8,12,19,21
1400000US42003140400,42003140400,"Census Tract 1404, Allegheny County, Pennsylvania",1315,102,7,11,30,23,577,76,246,69,182,65,129,53,144,44,751,103,0,10,11,12,335,78,104,46,97,41,100,50,104,40,128,73,0,10,0,10,16,16,62,54,35,55,10,11,5,8,100,39,7,11,0,10,40,21,4,6,19,17,10,14,20,18,115,41,0,10,6,9,62,35,36,26,6,9,0,10,5,7,83,38,0,10,5,8,73,35,0,10,0,10,0,10,5,8,138,49,0,10,8,12,51,30,40,28,25,23,9,13,5,8
1400000US42003140500,42003140500,"Census Tract 1405, Allegheny County, Pennsylvania",1039,180,29,31,36,31,545,149,147,73,168,82,47,36,67,44,572,139,25,29,0,10,322,117,69,53,80,73,36,32,40,34,117,84,0,10,0,10,78,63,30,35,9,13,0,10,0,10,244,93,0,10,24,24,102,68,25,28,72,40,11,19,10,17,66,50,4,9,12,18,43,42,7,11,0,10,0,10,0,10,17,19,0,10,0,10,0,10,9,15,0,10,0,10,8,12,23,26,0,10,0,10,0,10,7,11,7,11,0,10,9,14
1400000US42003140600,42003140600,"Census Tract 1406, Allegheny County, Pennsylvania",1799,160,88,45,102,46,803,152,362,84,194,63,128,52,122,42,1028,141,14,15,37,25,457,114,272,73,112,48,53,35,83,36,198,91,8,14,0,10,69,49,28,40,39,36,37,43,17,18,316,101,37,34,42,35,161,73,14,21,17,19,23,17,22,20,110,68,29,34,11,17,58,51,6,9,0,10,6,11,0,10,99,46,0,10,12,18,39,29,13,14,26,23,9,13,0,10,48,33,0,10,0,10,19,22,29,23,0,10,0,10,0,10
1400000US42003140800,42003140800,"Census Tract 1408, Allegheny County, Pennsylvania",2616,217,8,13,351,110,1300,147,400,112,231,73,141,59,185,56,1483,168,8,13,135,56,719,130,302,98,149,57,66,30,104,42,333,132,0,10,69,45,136,92,13,19,32,29,40,36,43,30,459,114,0,10,100,52,294,81,12,18,14,21,27,32,12,18,192,83,0,10,38,32,91,58,55,47,8,13,0,10,0,10,49,37,0,10,9,14,24,27,0,10,9,13,0,10,7,12,100,48,0,10,0,10,36,30,18,19,19,21,8,12,19,22
1400000US42003141000,42003141000,"Census Tract 1410, Allegheny County, Pennsylvania",561,60,0,10,27,26,303,59,86,35,79,48,36,27,30,20,344,89,0,10,18,25,162,87,55,30,79,48,10,11,20,15,40,28,0,10,0,10,31,26,9,11,0,10,0,10,0,10,124,52,0,10,9,10,91,45,17,14,0,10,4,6,3,6,3,6,0,10,0,10,0,10,0,10,0,10,0,10,3,6,19,24,0,10,0,10,0,10,5,8,0,10,14,22,0,10,31,26,0,10,0,10,19,23,0,10,0,10,8,12,4,6
1400000US42003141100,42003141100,"Census Tract 1411, Allegheny County, Pennsylvania",627,74,25,22,30,20,244,49,120,40,112,33,78,40,18,13,508,72,20,22,19,16,204,49,105,36,99,32,48,31,13,10,40,28,5,7,0,10,16,14,10,10,9,10,0,10,0,10,56,33,0,10,0,10,24,19,5,7,0,10,27,23,0,10,14,17,0,10,7,11,0,10,0,10,4,6,3,5,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,9,10,0,10,4,7,0,10,0,10,0,10,0,10,5,7
1400000US42003141300,42003141300,"Census Tract 1413, Allegheny County, Pennsylvania",2613,332,51,72,387,157,1340,215,226,138,234,120,186,105,189,88,1115,237,0,15,99,80,607,159,76,80,112,64,145,94,76,55,411,174,7,16,64,77,283,129,38,60,0,15,0,15,19,28,519,163,44,71,140,86,223,92,42,45,55,65,0,15,15,25,280,132,0,15,72,92,91,56,31,46,19,30,41,50,26,31,186,98,0,15,12,19,92,62,32,46,9,15,0,15,41,63,102,76,0,15,0,15,44,51,7,15,39,44,0,15,12,20
1400000US42003141400,42003141400,"Census Tract 1414, Allegheny County, Pennsylvania",2690,351,17,28,242,140,1352,241,518,136,243,91,189,91,129,80,1899,291,17,28,99,93,943,201,419,127,198,79,109,70,114,75,351,165,0,15,36,58,207,116,29,46,32,35,32,35,15,23,289,117,0,15,77,64,151,64,16,24,13,22,32,36,0,15,110,73,0,15,30,34,37,45,27,37,0,15,16,25,0,15,14,25,0,15,0,15,14,25,0,15,0,15,0,15,0,15,27,25,0,15,0,15,0,15,27,25,0,15,0,15,0,15
1400000US42003151600,42003151600,"Census Tract 1516, Allegheny County, Pennsylvania",1381,188,64,58,54,36,801,139,276,78,56,40,115,52,15,18,829,161,46,55,21,23,464,121,173,73,36,32,81,42,8,13,216,100,9,14,9,14,135,74,40,37,0,10,23,33,0,10,153,69,0,10,11,16,101,64,30,28,0,10,11,17,0,10,57,59,9,16,0,10,26,37,10,16,12,18,0,10,0,10,25,27,0,10,0,10,14,22,11,17,0,10,0,10,0,10,101,67,0,10,13,20,61,51,12,18,8,13,0,10,7,12
1400000US42003151700,42003151700,"Census Tract 1517, Allegheny County, Pennsylvania",2925,330,36,42,226,119,1503,272,342,164,321,114,330,125,167,65,1960,304,23,37,133,85,986,215,191,111,227,100,256,129,144,63,261,132,0,10,33,48,130,91,19,30,17,27,62,77,0,10,424,153,0,10,46,39,224,114,91,93,51,52,12,19,0,10,74,53,13,21,14,23,47,47,0,10,0,10,0,10,0,10,43,47,0,10,0,10,17,27,0,10,26,39,0,10,0,10,163,130,0,10,0,10,99,133,41,46,0,10,0,10,23,26
1400000US42003160800,42003160800,"Census Tract 1608, Allegheny County, Pennsylvania",1473,244,14,16,389,188,528,142,246,78,190,90,106,58,0,10,900,177,0,10,198,91,353,121,127,58,160,87,62,43,0,10,149,80,0,10,34,39,68,50,47,44,0,10,0,10,0,10,305,172,14,16,140,154,42,36,53,37,30,38,26,31,0,10,101,62,0,10,17,18,65,53,19,31,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,18,18,0,10,0,10,0,10,0,10,0,10,18,18,0,10
1400000US42003160900,42003160900,"Census Tract 1609, Allegheny County, Pennsylvania",2058,275,21,42,458,224,1271,178,193,82,35,31,61,47,19,20,1283,234,0,10,336,219,762,122,121,70,18,19,38,27,8,11,131,66,0,10,0,10,100,66,26,23,5,10,0,10,0,10,222,117,0,10,10,15,156,81,15,23,7,10,23,38,11,17,242,88,21,42,51,36,144,81,21,22,5,10,0,10,0,10,101,68,0,10,0,10,101,68,0,10,0,10,0,10,0,10,79,70,0,10,61,68,8,13,10,15,0,10,0,10,0,10
1400000US42003170200,42003170200,"Census Tract 1702, Allegheny County, Pennsylvania",2351,387,0,10,963,330,1004,256,146,85,175,114,48,33,15,20,1329,303,0,10,464,190,689,217,72,52,72,69,19,20,13,20,251,176,0,10,109,108,53,87,39,64,39,62,11,17,0,10,241,111,0,10,121,82,95,63,13,21,12,19,0,10,0,10,319,154,0,10,192,127,85,70,22,24,14,23,6,13,0,10,185,120,0,10,77,88,70,67,0,10,38,59,0,10,0,10,26,29,0,10,0,10,12,19,0,10,0,10,12,20,2,7
1400000US42003170600,42003170600,"Census Tract 1706, Allegheny County, Pennsylvania",1078,219,35,55,357,158,414,127,144,48,24,21,72,34,32,26,735,192,35,55,278,140,264,97,95,48,15,18,44,37,4,7,73,48,0,10,6,10,14,16,29,30,0,10,0,10,24,24,171,86,0,10,62,61,91,63,7,12,0,10,7,11,4,7,87,57,0,10,11,15,33,36,13,19,9,14,21,21,0,10,6,9,0,10,0,10,6,9,0,10,0,10,0,10,0,10,6,12,0,10,0,10,6,12,0,10,0,10,0,10,0,10
1400000US42003180300,42003180300,"Census Tract 1803, Allegheny County, Pennsylvania",820,134,8,14,79,102,362,86,226,72,62,39,47,43,36,26,485,105,8,14,12,19,264,80,110,72,38,32,31,33,22,20,22,26,0,10,0,10,0,10,13,20,9,16,0,10,0,10,254,112,0,10,67,99,61,51,81,56,15,19,16,26,14,20,14,22,0,10,0,10,14,22,0,10,0,10,0,10,0,10,12,20,0,10,0,10,12,20,0,10,0,10,0,10,0,10,33,29,0,10,0,10,11,17,22,23,0,10,0,10,0,10
1400000US42003180700,42003180700,"Census Tract 1807, Allegheny County, Pennsylvania",1154,166,30,27,169,87,610,123,214,71,59,29,35,23,37,35,799,140,14,22,119,64,469,96,95,45,38,25,27,21,37,35,89,60,0,10,10,15,46,45,27,21,6,9,0,10,0,10,167,61,16,17,28,29,59,38,46,36,10,11,8,10,0,10,13,18,0,10,0,10,0,10,13,18,0,10,0,10,0,10,53,48,0,10,12,18,36,45,0,10,5,8,0,10,0,10,33,36,0,10,0,10,0,10,33,36,0,10,0,10,0,10
1400000US42003190300,42003190300,"Census Tract 1903, Allegheny County, Pennsylvania",1105,179,3,7,136,88,629,144,102,63,101,51,74,36,60,39,622,133,3,7,73,59,334,108,82,53,36,36,44,28,50,36,146,63,0,10,27,36,81,41,11,18,9,13,18,19,0,10,143,84,0,10,7,11,118,78,0,10,18,30,0,10,0,10,29,25,0,10,11,17,9,15,0,10,9,14,0,10,0,10,72,58,0,10,18,26,45,52,0,10,9,13,0,10,0,10,93,51,0,10,0,10,42,46,9,15,20,21,12,19,10,16
1400000US42003191100,42003191100,"Census Tract 1911, Allegheny County, Pennsylvania",1479,183,36,47,101,72,661,160,270,90,224,70,109,53,78,36,1072,196,7,12,26,24,535,176,209,80,132,52,100,53,63,34,136,74,0,10,32,28,58,54,32,26,14,16,0,10,0,10,102,61,0,10,11,19,9,13,17,19,45,49,5,9,15,12,56,36,0,10,0,10,36,31,0,10,20,19,0,10,0,10,23,23,0,10,0,10,23,23,0,10,0,10,0,10,0,10,90,100,29,45,32,51,0,10,12,18,13,15,4,7,0,10
1400000US42003191400,42003191400,"Census Tract 1914, Allegheny County, Pennsylvania",1586,201,8,12,252,127,898,188,188,102,51,41,65,38,124,72,973,183,0,10,181,118,537,171,93,48,44,40,33,28,85,67,157,105,0,10,19,27,105,93,11,12,0,10,17,20,5,11,288,153,8,12,21,25,179,96,61,86,7,11,0,10,12,16,107,58,0,10,31,34,54,42,13,17,0,10,9,15,0,10,32,33,0,10,0,10,16,26,10,15,0,10,6,11,0,10,29,26,0,10,0,10,7,11,0,10,0,10,0,10,22,24
1400000US42003191500,42003191500,"Census Tract 1915, Allegheny County, Pennsylvania",1014,262,11,17,192,207,596,167,109,60,57,48,14,19,35,27,515,135,0,10,33,35,378,123,68,43,7,13,14,19,15,16,155,91,0,10,0,10,127,90,14,18,14,22,0,10,0,10,327,224,11,17,159,208,90,63,27,27,36,41,0,10,4,8,16,25,0,10,0,10,0,10,0,10,0,10,0,10,16,25,1,2,0,10,0,10,1,2,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
1400000US42003191600,42003191600,"Census Tract 1916, Allegheny County, Pennsylvania",2323,280,21,24,375,162,1123,183,481,131,165,65,96,44,62,37,1410,204,6,11,265,120,738,133,194,78,143,67,25,21,39,29,274,144,0,10,24,35,128,80,58,49,14,15,36,33,14,16,488,131,15,21,78,66,205,82,139,79,8,12,34,25,9,14,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,38,42,0,10,0,10,8,14,29,40,0,10,1,2,0,10,113,75,0,10,8,13,44,45,61,64,0,10,0,10,0,10
1400000US42003191700,42003191700,"Census Tract 1917, Allegheny County, Pennsylvania",1961,205,79,65,158,83,929,162,410,96,193,63,129,62,63,39,1265,159,34,39,98,63,583,129,270,81,116,46,111,61,53,35,301,124,45,48,24,38,130,75,48,32,36,33,10,15,8,12,275,94,0,10,36,37,136,84,62,58,33,29,8,12,0,10,21,21,0,10,0,10,0,10,12,17,8,12,0,10,1,2,11,16,0,10,0,10,11,16,0,10,0,10,0,10,0,10,88,71,0,10,0,10,69,69,18,19,0,10,0,10,1,2
1400000US42003191800,42003191800,"Census Tract 1918, Allegheny County, Pennsylvania",2595,338,33,35,176,87,1097,215,700,195,359,135,129,83,101,61,1840,357,32,33,164,88,721,197,451,167,289,115,116,71,67,52,192,112,0,15,0,15,53,82,83,69,27,28,13,22,16,25,108,70,0,15,0,15,50,50,36,35,22,33,0,15,0,15,88,66,1,8,12,20,23,40,31,37,20,32,0,15,1,3,19,29,0,15,0,15,0,15,19,29,0,15,0,15,0,15,348,295,0,15,0,15,250,248,80,84,1,3,0,15,17,25
1400000US42003191900,42003191900,"Census Tract 1919, Allegheny County, Pennsylvania",1079,133,42,42,107,89,488,103,202,81,165,69,56,41,19,18,767,138,13,19,107,89,315,78,161,71,116,66,37,31,18,18,150,81,29,40,0,10,64,53,0,10,41,45,16,25,0,10,103,66,0,10,0,10,70,61,25,26,8,13,0,10,0,10,16,24,0,10,0,10,0,10,16,24,0,10,0,10,0,10,12,16,0,10,0,10,9,15,0,10,0,10,3,7,0,10,31,24,0,10,0,10,30,24,0,10,0,10,0,10,1,3
1400000US42003192000,42003192000,"Census Tract 1920, Allegheny County, Pennsylvania",1678,226,30,27,111,58,781,179,441,121,119,54,135,52,61,48,1038,175,0,10,59,43,471,123,339,102,69,41,93,45,7,11,254,99,17,18,15,21,134,96,19,21,44,35,17,18,8,13,258,102,0,10,37,30,115,64,62,54,0,10,25,24,19,20,50,46,13,23,0,10,10,18,0,10,0,10,0,10,27,43,11,17,0,10,0,10,11,17,0,10,0,10,0,10,0,10,67,67,0,10,0,10,40,62,21,27,6,9,0,10,0,10
1400000US42003202200,42003202200,"Census Tract 2022, Allegheny County, Pennsylvania",1160,183,77,61,83,76,451,147,270,101,157,91,100,76,22,23,763,151,17,23,64,72,313,137,150,83,148,91,61,40,10,15,86,70,0,10,0,10,62,58,24,22,0,10,0,10,0,10,215,91,60,57,19,28,54,53,61,49,9,14,0,10,12,18,56,67,0,10,0,10,4,9,13,21,0,10,39,64,0,10,22,33,0,10,0,10,0,10,22,33,0,10,0,10,0,10,18,27,0,10,0,10,18,27,0,10,0,10,0,10,0,10
1400000US42003202300,42003202300,"Census Tract 2023, Allegheny County, Pennsylvania",2313,261,51,43,230,101,1162,246,385,125,176,93,212,104,97,59,1523,211,8,14,172,85,727,177,321,88,131,70,79,52,85,56,409,205,25,29,47,45,266,184,0,10,28,33,43,51,0,10,165,96,0,10,0,10,121,90,0,10,17,27,27,32,0,10,130,109,18,23,11,18,0,10,52,69,0,10,49,79,0,10,52,41,0,10,0,10,38,36,0,10,0,10,14,22,0,10,34,32,0,10,0,10,10,15,12,20,0,10,0,10,12,20
1400000US42003210700,42003210700,"Census Tract 2107, Allegheny County, Pennsylvania",879,157,9,16,86,53,414,111,151,65,49,29,100,59,70,67,455,133,0,10,38,44,214,103,94,60,41,24,64,43,4,8,40,33,0,10,0,10,25,22,15,19,0,10,0,10,0,10,201,84,9,16,43,34,59,43,25,24,8,13,15,16,42,63,54,32,0,10,5,9,31,30,8,14,0,10,0,10,10,16,55,38,0,10,0,10,55,38,0,10,0,10,0,10,0,10,74,50,0,10,0,10,30,26,9,14,0,10,21,34,14,16
1400000US42003220600,42003220600,"Census Tract 2206, Allegheny County, Pennsylvania",870,111,5,6,34,28,435,86,183,60,58,28,70,39,85,61,442,102,0,10,3,5,275,83,45,26,29,20,54,40,36,29,43,34,0,10,5,8,18,20,0,10,20,21,0,10,0,10,107,46,0,10,15,22,39,22,38,36,4,6,6,10,5,8,167,47,5,6,11,18,78,32,66,35,0,10,0,10,7,9,34,45,0,10,0,10,5,8,10,10,0,10,0,10,19,44,77,38,0,10,0,10,20,15,24,23,5,8,10,11,18,21
1400000US42003240600,42003240600,"Census Tract 2406, Allegheny County, Pennsylvania",1209,195,9,14,102,67,477,125,381,94,112,64,77,56,51,41,744,168,0,10,70,50,318,107,212,75,72,53,56,54,16,19,131,70,0,10,9,14,68,57,39,31,15,18,0,10,0,10,172,98,0,10,17,19,38,33,93,85,9,15,9,14,6,9,96,56,9,14,6,11,34,27,37,44,9,14,0,10,1,2,21,24,0,10,0,10,13,21,0,10,0,10,0,10,8,12,45,41,0,10,0,10,6,11,0,10,7,11,12,18,20,33
