GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37,HD01_VD38,HD02_VD38,HD01_VD39,HD02_VD39,HD01_VD40,HD02_VD40,HD01_VD41,HD02_VD41,HD01_VD42,HD02_VD42,HD01_VD43,HD02_VD43,HD01_VD44,HD02_VD44,HD01_VD45,HD02_VD45,HD01_VD46,HD02_VD46,HD01_VD47,HD02_VD47,HD01_VD48,HD02_VD48,HD01_VD49,HD02_VD49,HD01_VD50,HD02_VD50,HD01_VD51,HD02_VD51,HD01_VD52,HD02_VD52
1400000US42003260900,42003260900,"Census Tract 2609, Allegheny County, Pennsylvania",198,50,117,39,109,40,8,13,8,13,0,10,0,10,81,34,81,34,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,76,34,17,20,17,20,0,10,0,10,0,10,0,10,59,32,59,32,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,122,36,100,33,92,35,8,13,8,13,0,10,0,10,22,20,22,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
1400000US42003261200,42003261200,"Census Tract 2612, Allegheny County, Pennsylvania",604,66,555,62,522,71,33,23,33,23,0,10,0,10,26,22,26,22,0,10,0,10,0,10,0,10,6,9,5,9,0,10,12,13,280,57,258,59,241,61,17,18,17,18,0,10,0,10,5,8,5,8,0,10,0,10,0,10,0,10,0,10,5,9,0,10,12,13,324,53,297,49,281,49,16,14,16,14,0,10,0,10,21,21,21,21,0,10,0,10,0,10,0,10,6,9,0,10,0,10,0,10
1400000US42003261400,42003261400,"Census Tract 2614, Allegheny County, Pennsylvania",492,112,344,96,292,90,52,42,52,42,0,10,0,10,124,69,115,69,0,10,9,16,0,10,0,10,0,10,24,42,0,10,0,10,203,79,138,66,116,60,22,21,22,21,0,10,0,10,65,59,65,59,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,289,104,206,65,176,67,30,26,30,26,0,10,0,10,59,50,50,48,0,10,9,16,0,10,0,10,0,10,24,42,0,10,0,10
1400000US42003261500,42003261500,"Census Tract 2615, Allegheny County, Pennsylvania",576,108,403,89,300,82,103,61,103,61,0,10,0,10,154,60,154,60,0,10,0,10,0,10,0,10,0,10,0,10,11,16,8,13,248,70,178,64,136,61,42,39,42,39,0,10,0,10,51,30,51,30,0,10,0,10,0,10,0,10,0,10,0,10,11,16,8,13,328,81,225,61,164,47,61,38,61,38,0,10,0,10,103,52,103,52,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
1400000US42003262000,42003262000,"Census Tract 2620, Allegheny County, Pennsylvania",829,183,637,153,577,149,60,46,38,39,9,14,13,20,156,109,149,107,7,12,0,10,0,10,0,10,14,18,1,3,0,10,21,20,326,94,241,76,213,71,28,26,28,26,0,10,0,10,63,52,56,49,7,12,0,10,0,10,0,10,14,18,1,3,0,10,7,12,503,131,396,113,364,113,32,30,10,17,9,14,13,20,93,80,93,80,0,10,0,10,0,10,0,10,0,10,0,10,0,10,14,15
1400000US42003270100,42003270100,"Census Tract 2701, Allegheny County, Pennsylvania",1445,145,1242,137,1072,144,170,98,163,98,4,9,3,7,173,86,173,86,0,10,0,10,0,10,0,10,0,10,15,22,0,10,15,20,688,99,642,110,543,106,99,62,96,61,0,10,3,7,32,31,32,31,0,10,0,10,0,10,0,10,0,10,0,10,0,10,14,20,757,138,600,98,529,102,71,52,67,52,4,9,0,10,141,82,141,82,0,10,0,10,0,10,0,10,0,10,15,22,0,10,1,2
1400000US42003270300,42003270300,"Census Tract 2703, Allegheny County, Pennsylvania",870,118,691,120,636,115,55,34,55,34,0,10,0,10,118,55,118,55,0,10,0,10,0,10,0,10,0,10,47,46,7,11,7,10,459,115,325,95,321,94,4,10,4,10,0,10,0,10,73,53,73,53,0,10,0,10,0,10,0,10,0,10,47,46,7,11,7,10,411,101,366,96,315,93,51,32,51,32,0,10,0,10,45,41,45,41,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
1400000US42003270400,42003270400,"Census Tract 2704, Allegheny County, Pennsylvania",459,85,353,69,331,68,22,19,22,19,0,10,0,10,47,33,47,33,0,10,0,10,0,10,0,10,0,10,41,40,8,11,10,12,254,71,184,43,165,38,19,18,19,18,0,10,0,10,28,29,28,29,0,10,0,10,0,10,0,10,0,10,34,36,8,11,0,10,205,57,169,56,166,57,3,6,3,6,0,10,0,10,19,16,19,16,0,10,0,10,0,10,0,10,0,10,7,10,0,10,10,12
1400000US42003270800,42003270800,"Census Tract 2708, Allegheny County, Pennsylvania",1396,150,1224,134,1100,126,124,61,88,52,34,45,2,9,107,46,107,46,0,10,0,10,0,10,0,10,13,21,16,17,10,18,26,28,761,97,672,94,594,96,78,51,44,28,34,45,0,10,31,31,31,31,0,10,0,10,0,10,0,10,13,21,9,13,10,18,26,28,635,99,552,100,506,99,46,27,44,27,0,10,2,9,76,40,76,40,0,10,0,10,0,10,0,10,0,10,7,11,0,10,0,10
1400000US42003271500,42003271500,"Census Tract 2715, Allegheny County, Pennsylvania",1296,204,911,169,787,158,124,71,67,53,38,37,19,30,270,131,270,131,0,10,0,10,0,10,0,10,2,6,58,38,16,25,39,32,572,140,398,128,324,120,74,49,42,38,22,31,10,15,142,85,142,85,0,10,0,10,0,10,0,10,2,6,12,19,0,10,18,23,724,138,513,114,463,110,50,41,25,27,16,24,9,15,128,70,128,70,0,10,0,10,0,10,0,10,0,10,46,36,16,25,21,24
1400000US42003281400,42003281400,"Census Tract 2814, Allegheny County, Pennsylvania",1008,132,824,138,663,138,161,64,149,60,12,18,0,10,144,72,144,72,0,10,0,10,0,10,0,10,0,10,29,28,0,10,11,12,433,84,401,83,332,86,69,41,65,40,4,6,0,10,21,16,21,16,0,10,0,10,0,10,0,10,0,10,5,9,0,10,6,9,575,87,423,80,331,84,92,44,84,42,8,12,0,10,123,73,123,73,0,10,0,10,0,10,0,10,0,10,24,26,0,10,5,8
1400000US42003281500,42003281500,"Census Tract 2815, Allegheny County, Pennsylvania",687,98,644,109,608,106,36,30,30,27,6,11,0,10,15,15,15,15,0,10,0,10,0,10,0,10,0,10,21,26,7,13,0,10,327,69,323,71,316,71,7,10,7,10,0,10,0,10,4,7,4,7,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,360,68,321,76,292,70,29,25,23,22,6,11,0,10,11,13,11,13,0,10,0,10,0,10,0,10,0,10,21,26,7,13,0,10
1400000US42003290100,42003290100,"Census Tract 2901, Allegheny County, Pennsylvania",899,133,671,103,579,100,92,46,33,28,35,31,24,18,128,63,123,63,5,8,0,10,0,10,0,10,0,10,42,34,19,28,39,23,470,86,348,67,321,69,27,22,7,10,7,12,13,14,57,43,57,43,0,10,0,10,0,10,0,10,0,10,24,30,19,28,22,19,429,74,323,69,258,68,65,32,26,21,28,25,11,11,71,40,66,39,5,8,0,10,0,10,0,10,0,10,18,19,0,10,17,13
1400000US42003290200,42003290200,"Census Tract 2902, Allegheny County, Pennsylvania",1693,188,1243,145,1087,159,156,78,152,78,0,10,4,8,322,101,309,104,0,10,9,13,4,7,0,10,34,38,54,45,0,10,40,29,849,131,651,114,587,119,64,39,60,38,0,10,4,8,124,61,120,61,0,10,0,10,4,7,0,10,24,35,19,24,0,10,31,33,844,132,592,100,500,98,92,58,92,58,0,10,0,10,198,82,189,83,0,10,9,13,0,10,0,10,10,16,35,41,0,10,9,14
1400000US42003290400,42003290400,"Census Tract 2904, Allegheny County, Pennsylvania",1751,230,1389,218,1135,192,254,132,115,66,64,55,75,105,259,112,259,112,0,10,0,10,0,10,0,10,0,10,50,46,32,46,21,29,870,158,673,152,563,131,110,52,81,48,29,36,0,10,155,85,155,85,0,10,0,10,0,10,0,10,0,10,0,10,32,46,10,14,881,161,716,156,572,134,144,116,34,32,35,29,75,105,104,60,104,60,0,10,0,10,0,10,0,10,0,10,50,46,0,10,11,22
1400000US42003300100,42003300100,"Census Tract 3001, Allegheny County, Pennsylvania",1624,269,1036,186,873,185,163,93,163,93,0,10,0,10,419,178,417,179,2,4,0,10,0,10,0,10,0,10,16,25,67,69,86,74,554,130,449,112,375,117,74,61,74,61,0,10,0,10,94,82,92,82,2,4,0,10,0,10,0,10,0,10,0,10,1,4,10,17,1070,194,587,110,498,109,89,68,89,68,0,10,0,10,325,130,325,130,0,10,0,10,0,10,0,10,0,10,16,25,66,69,76,70
1400000US42003310200,42003310200,"Census Tract 3102, Allegheny County, Pennsylvania",1598,199,1412,213,1190,176,222,96,204,95,0,10,18,23,114,58,80,45,0,10,0,10,0,10,34,46,0,10,0,10,20,30,52,45,884,179,845,179,677,141,168,81,156,79,0,10,12,15,22,24,22,24,0,10,0,10,0,10,0,10,0,10,0,10,6,9,11,18,714,129,567,108,513,102,54,36,48,35,0,10,6,10,92,57,58,41,0,10,0,10,0,10,34,46,0,10,0,10,14,28,41,41
1400000US42003310300,42003310300,"Census Tract 3103, Allegheny County, Pennsylvania",435,69,406,57,333,58,73,44,58,39,15,18,0,10,0,10,0,10,0,10,0,10,0,10,0,10,4,7,0,10,9,15,16,17,220,35,200,34,147,37,53,32,41,28,12,16,0,10,0,10,0,10,0,10,0,10,0,10,0,10,4,7,0,10,0,10,16,17,215,60,206,49,186,50,20,16,17,15,3,6,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,9,15,0,10
1400000US42003320400,42003320400,"Census Tract 3204, Allegheny County, Pennsylvania",1045,106,903,113,753,101,150,84,145,84,5,8,0,10,117,55,89,45,28,36,0,10,0,10,0,10,0,10,0,10,0,10,25,28,564,75,488,81,448,79,40,41,40,41,0,10,0,10,71,37,71,37,0,10,0,10,0,10,0,10,0,10,0,10,0,10,5,7,481,74,415,85,305,74,110,50,105,50,5,8,0,10,46,38,18,15,28,36,0,10,0,10,0,10,0,10,0,10,0,10,20,27
1400000US42003320600,42003320600,"Census Tract 3206, Allegheny County, Pennsylvania",1073,144,871,113,777,122,94,48,76,37,18,28,0,10,118,61,118,61,0,10,0,10,0,10,0,10,0,10,11,16,27,42,46,39,582,99,515,100,472,106,43,29,34,26,9,14,0,10,31,34,31,34,0,10,0,10,0,10,0,10,0,10,0,10,0,10,36,38,491,95,356,69,305,65,51,33,42,29,9,14,0,10,87,50,87,50,0,10,0,10,0,10,0,10,0,10,11,16,27,42,10,11
1400000US42003320700,42003320700,"Census Tract 3207, Allegheny County, Pennsylvania",706,94,587,99,467,99,120,64,115,64,5,8,0,10,119,44,96,37,14,16,9,15,0,10,0,10,0,10,0,10,0,10,0,10,365,79,296,77,207,57,89,54,84,54,5,8,0,10,69,37,60,34,0,10,9,15,0,10,0,10,0,10,0,10,0,10,0,10,341,75,291,71,260,72,31,22,31,22,0,10,0,10,50,27,36,22,14,16,0,10,0,10,0,10,0,10,0,10,0,10,0,10
1400000US42003401100,42003401100,"Census Tract 4011, Allegheny County, Pennsylvania",2441,241,2242,244,2020,222,222,100,191,90,31,36,0,10,19,29,19,29,0,10,0,10,0,10,0,10,0,10,109,99,0,10,71,51,1316,209,1236,211,1156,207,80,62,80,62,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,51,46,0,10,29,34,1125,143,1006,141,864,146,142,68,111,63,31,36,0,10,19,29,19,29,0,10,0,10,0,10,0,10,0,10,58,59,0,10,42,40
1400000US42003401200,42003401200,"Census Tract 4012, Allegheny County, Pennsylvania",1022,163,928,163,749,153,179,104,149,95,0,10,30,49,7,12,7,12,0,10,0,10,0,10,0,10,0,10,60,41,0,10,27,29,590,116,528,114,407,106,121,77,91,64,0,10,30,49,0,10,0,10,0,10,0,10,0,10,0,10,0,10,50,38,0,10,12,19,432,96,400,93,342,93,58,43,58,43,0,10,0,10,7,12,7,12,0,10,0,10,0,10,0,10,0,10,10,17,0,10,15,23
1400000US42003401300,42003401300,"Census Tract 4013, Allegheny County, Pennsylvania",1393,125,1325,120,1216,116,109,62,109,62,0,10,0,10,10,15,10,15,0,10,0,10,0,10,0,10,0,10,33,34,7,12,18,18,634,89,622,90,589,88,33,25,33,25,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,12,14,759,87,703,82,627,85,76,52,76,52,0,10,0,10,10,15,10,15,0,10,0,10,0,10,0,10,0,10,33,34,7,12,6,10
1400000US42003402000,42003402000,"Census Tract 4020, Allegheny County, Pennsylvania",1449,148,1313,152,1269,148,44,44,29,32,0,10,15,20,33,42,33,42,0,10,0,10,0,10,0,10,0,10,15,17,44,41,44,38,731,100,642,106,616,110,26,30,11,15,0,10,15,20,33,42,33,42,0,10,0,10,0,10,0,10,0,10,7,11,33,37,16,17,718,110,671,113,653,114,18,19,18,19,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,8,14,11,18,28,27
1400000US42003403500,42003403500,"Census Tract 4035, Allegheny County, Pennsylvania",2047,250,1725,245,1431,229,294,137,208,111,67,75,19,30,193,132,193,132,0,10,0,10,0,10,0,10,0,10,97,68,0,10,32,36,1104,173,914,167,732,149,182,105,122,77,41,64,19,30,141,128,141,128,0,10,0,10,0,10,0,10,0,10,49,46,0,10,0,10,943,181,811,181,699,172,112,74,86,64,26,38,0,10,52,58,52,58,0,10,0,10,0,10,0,10,0,10,48,48,0,10,32,36
1400000US42003404000,42003404000,"Census Tract 4040, Allegheny County, Pennsylvania",707,61,656,63,581,65,75,32,62,33,10,9,3,4,29,20,29,20,0,10,0,10,0,10,0,10,3,4,2,5,3,4,14,11,364,48,336,51,293,50,43,20,35,19,5,5,3,4,13,15,13,15,0,10,0,10,0,10,0,10,3,4,2,5,3,4,7,7,343,36,320,39,288,40,32,18,27,18,5,6,0,10,16,13,16,13,0,10,0,10,0,10,0,10,0,10,0,10,0,10,7,7
1400000US42003405000,42003405000,"Census Tract 4050, Allegheny County, Pennsylvania",532,56,522,54,494,49,28,18,28,18,0,10,0,10,8,8,8,8,0,10,0,10,0,10,0,10,0,10,0,10,0,10,2,4,293,39,285,39,271,38,14,10,14,10,0,10,0,10,8,8,8,8,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,239,32,237,31,223,26,14,17,14,17,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,2,4
1400000US42003406000,42003406000,"Census Tract 4060, Allegheny County, Pennsylvania",1115,110,1045,115,966,120,79,41,70,40,0,10,9,12,14,17,14,17,0,10,0,10,0,10,0,10,0,10,13,14,9,10,34,29,605,63,562,66,529,68,33,25,33,25,0,10,0,10,6,9,6,9,0,10,0,10,0,10,0,10,0,10,4,9,4,6,29,28,510,83,483,84,437,86,46,27,37,26,0,10,9,12,8,11,8,11,0,10,0,10,0,10,0,10,0,10,9,12,5,8,5,7
1400000US42003407001,42003407001,"Census Tract 4070.01, Allegheny County, Pennsylvania",2584,282,2462,289,2186,274,276,128,263,127,0,10,13,20,31,35,31,35,0,10,0,10,0,10,0,10,0,10,22,35,41,63,28,31,1378,185,1286,182,1143,191,143,79,130,79,0,10,13,20,15,24,15,24,0,10,0,10,0,10,0,10,0,10,22,35,41,63,14,22,1206,187,1176,188,1043,183,133,85,133,85,0,10,0,10,16,26,16,26,0,10,0,10,0,10,0,10,0,10,0,10,0,10,14,22
1400000US42003407002,42003407002,"Census Tract 4070.02, Allegheny County, Pennsylvania",3286,327,3039,324,2735,348,304,170,290,168,14,23,0,15,21,28,21,28,0,15,0,15,0,15,0,15,0,15,0,15,95,85,131,101,1652,217,1562,222,1420,224,142,89,128,86,14,23,0,15,5,11,5,11,0,15,0,15,0,15,0,15,0,15,0,15,77,79,8,13,1634,204,1477,198,1315,217,162,97,162,97,0,15,0,15,16,25,16,25,0,15,0,15,0,15,0,15,0,15,0,15,18,26,123,99
1400000US42003408001,42003408001,"Census Tract 4080.01, Allegheny County, Pennsylvania",2153,261,2001,258,1813,227,188,86,169,86,18,26,1,2,11,18,11,18,0,10,0,10,0,10,0,10,0,10,11,16,22,26,108,60,1192,167,1084,163,951,132,133,67,114,64,18,26,1,2,11,18,11,18,0,10,0,10,0,10,0,10,0,10,11,16,22,26,64,54,961,163,917,161,862,164,55,41,55,41,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,44,35
1400000US42003408002,42003408002,"Census Tract 4080.02, Allegheny County, Pennsylvania",3284,234,3102,237,2972,231,130,75,108,73,22,25,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,53,44,129,65,1690,152,1568,156,1495,160,73,51,61,46,12,20,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,53,44,69,50,1594,160,1534,157,1477,153,57,40,47,41,10,16,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,60,48
1400000US42003409000,42003409000,"Census Tract 4090, Allegheny County, Pennsylvania",5772,338,5164,315,4811,327,353,154,353,154,0,16,0,16,85,68,85,68,0,16,0,16,0,16,0,16,15,25,54,56,0,16,454,179,3446,236,3009,244,2871,257,138,77,138,77,0,16,0,16,60,59,60,59,0,16,0,16,0,16,0,16,15,25,40,42,0,16,322,167,2326,228,2155,235,1940,215,215,96,215,96,0,16,0,16,25,30,25,30,0,16,0,16,0,16,0,16,0,16,14,22,0,16,132,70
1400000US42003410000,42003410000,"Census Tract 4100, Allegheny County, Pennsylvania",547,47,494,44,472,51,22,20,14,13,8,10,0,10,2,3,2,3,0,10,0,10,0,10,0,10,0,10,5,6,7,8,39,14,336,43,307,44,294,48,13,12,9,11,4,6,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,5,6,7,8,17,11,211,34,187,31,178,31,9,10,5,6,4,8,0,10,2,3,2,3,0,10,0,10,0,10,0,10,0,10,0,10,0,10,22,11
1400000US42003411000,42003411000,"Census Tract 4110, Allegheny County, Pennsylvania",3268,230,2942,240,2529,238,413,187,338,163,75,76,0,15,12,22,12,22,0,15,0,15,0,15,0,15,0,15,0,15,36,41,278,130,1862,131,1719,138,1529,138,190,100,147,84,43,47,0,15,12,22,12,22,0,15,0,15,0,15,0,15,0,15,0,15,13,21,118,66,1406,189,1223,198,1000,192,223,105,191,96,32,35,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,23,36,160,88
1400000US42003412001,42003412001,"Census Tract 4120.01, Allegheny County, Pennsylvania",3941,298,3550,291,3229,308,321,137,264,132,33,40,24,31,71,57,71,57,0,15,0,15,0,15,0,15,0,15,16,27,48,47,256,121,2138,162,1922,184,1759,197,163,80,127,67,19,31,17,29,54,51,54,51,0,15,0,15,0,15,0,15,0,15,16,27,48,47,98,64,1803,236,1628,235,1470,242,158,96,137,95,14,23,7,12,17,27,17,27,0,15,0,15,0,15,0,15,0,15,0,15,0,15,158,86
1400000US42003412002,42003412002,"Census Tract 4120.02, Allegheny County, Pennsylvania",2686,220,2394,221,2159,205,235,114,225,111,10,14,0,15,36,35,36,35,0,15,0,15,0,15,0,15,0,15,25,25,27,20,204,88,1522,162,1332,170,1229,152,103,66,103,66,0,15,0,15,18,21,18,21,0,15,0,15,0,15,0,15,0,15,15,17,27,20,130,58,1164,131,1062,128,930,118,132,69,122,65,10,14,0,15,18,21,18,21,0,15,0,15,0,15,0,15,0,15,10,16,0,15,74,41
1400000US42003413100,42003413100,"Census Tract 4131, Allegheny County, Pennsylvania",3668,295,3403,300,2806,290,597,297,472,280,13,22,112,140,26,27,26,27,0,15,0,15,0,15,0,15,0,15,31,36,0,15,208,107,2132,182,1949,219,1574,221,375,228,320,226,0,15,55,69,5,10,5,10,0,15,0,15,0,15,0,15,0,15,31,36,0,15,147,109,1536,207,1454,199,1232,198,222,124,152,103,13,22,57,72,21,25,21,25,0,15,0,15,0,15,0,15,0,15,0,15,0,15,61,45
1400000US42003413201,42003413201,"Census Tract 4132.01, Allegheny County, Pennsylvania",1925,169,1720,177,1457,166,263,105,209,93,54,40,0,10,65,42,54,41,0,10,0,10,11,18,0,10,0,10,0,10,23,25,117,60,925,121,863,121,754,104,109,61,100,56,9,15,0,10,22,28,22,28,0,10,0,10,0,10,0,10,0,10,0,10,0,10,40,34,1000,123,857,121,703,130,154,64,109,55,45,37,0,10,43,30,32,28,0,10,0,10,11,18,0,10,0,10,0,10,23,25,77,50
1400000US42003413202,42003413202,"Census Tract 4132.02, Allegheny County, Pennsylvania",1368,178,1233,166,1078,154,155,105,155,105,0,10,0,10,31,30,31,30,0,10,0,10,0,10,0,10,0,10,63,40,0,10,41,31,721,106,636,87,563,77,73,57,73,57,0,10,0,10,12,21,12,21,0,10,0,10,0,10,0,10,0,10,53,38,0,10,20,22,647,109,597,108,515,108,82,58,82,58,0,10,0,10,19,21,19,21,0,10,0,10,0,10,0,10,0,10,10,15,0,10,21,22
1400000US42003413300,42003413300,"Census Tract 4133, Allegheny County, Pennsylvania",2501,169,2345,177,2123,196,222,82,200,76,10,14,12,19,49,38,49,38,0,10,0,10,0,10,0,10,8,12,18,17,11,17,70,36,1361,150,1275,151,1156,157,119,49,107,46,0,10,12,19,0,10,0,10,0,10,0,10,0,10,0,10,8,12,16,17,11,17,51,33,1140,95,1070,95,967,100,103,51,93,48,10,14,0,10,49,38,49,38,0,10,0,10,0,10,0,10,0,10,2,3,0,10,19,21
1400000US42003413400,42003413400,"Census Tract 4134, Allegheny County, Pennsylvania",2088,178,1777,163,1650,160,127,81,119,72,8,14,0,10,90,50,90,50,0,10,0,10,0,10,0,10,0,10,20,19,22,24,179,77,1063,116,855,114,810,107,45,35,45,35,0,10,0,10,71,48,71,48,0,10,0,10,0,10,0,10,0,10,15,16,11,16,111,54,1025,115,922,104,840,109,82,53,74,45,8,14,0,10,19,22,19,22,0,10,0,10,0,10,0,10,0,10,5,10,11,17,68,43
1400000US42003413500,42003413500,"Census Tract 4135, Allegheny County, Pennsylvania",3158,274,2880,278,2619,268,261,137,193,116,16,25,52,78,78,61,78,61,0,15,0,15,0,15,0,15,0,15,49,45,65,50,86,43,1580,174,1448,180,1387,185,61,54,34,39,0,15,27,41,62,56,62,56,0,15,0,15,0,15,0,15,0,15,18,19,26,28,26,31,1578,217,1432,218,1232,211,200,114,159,107,16,25,25,37,16,26,16,26,0,15,0,15,0,15,0,15,0,15,31,33,39,42,60,44
1400000US42003414101,42003414101,"Census Tract 4141.01, Allegheny County, Pennsylvania",3095,234,2977,239,2611,256,366,164,285,145,81,91,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,7,11,0,15,111,74,1712,172,1658,164,1486,156,172,98,116,73,56,65,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,54,67,1383,174,1319,171,1125,177,194,85,169,85,25,30,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,7,11,0,15,57,42
1400000US42003414102,42003414102,"Census Tract 4141.02, Allegheny County, Pennsylvania",3645,314,3209,290,2969,295,240,137,126,90,114,110,0,15,144,143,144,143,0,15,0,15,0,15,0,15,0,15,0,15,0,15,292,144,1705,167,1492,176,1366,188,126,86,109,83,17,26,0,15,45,61,45,61,0,15,0,15,0,15,0,15,0,15,0,15,0,15,168,87,1940,243,1717,221,1603,212,114,92,17,21,97,92,0,15,99,90,99,90,0,15,0,15,0,15,0,15,0,15,0,15,0,15,124,74
1400000US42003414200,42003414200,"Census Tract 4142, Allegheny County, Pennsylvania",2735,296,2599,293,2404,309,195,130,158,110,37,63,0,15,60,50,60,50,0,15,0,15,0,15,0,15,0,15,14,24,0,15,62,52,1623,222,1536,216,1449,224,87,78,63,61,24,41,0,15,34,39,34,39,0,15,0,15,0,15,0,15,0,15,14,24,0,15,39,44,1112,157,1063,149,955,169,108,68,95,65,13,22,0,15,26,30,26,30,0,15,0,15,0,15,0,15,0,15,0,15,0,15,23,28
1400000US42003415001,42003415001,"Census Tract 4150.01, Allegheny County, Pennsylvania",2140,178,1928,150,1813,158,115,66,109,66,0,10,6,9,8,12,8,12,0,10,0,10,0,10,0,10,0,10,40,48,36,52,128,63,1183,179,1031,145,952,149,79,50,73,50,0,10,6,9,8,12,8,12,0,10,0,10,0,10,0,10,0,10,31,47,36,52,77,52,957,143,897,143,861,141,36,28,36,28,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,9,14,0,10,51,37
1400000US42003415002,42003415002,"Census Tract 4150.02, Allegheny County, Pennsylvania",1250,127,1147,139,1011,121,136,56,123,54,8,12,5,9,0,10,0,10,0,10,0,10,0,10,0,10,0,10,5,8,4,6,94,59,696,100,644,104,568,101,76,42,76,42,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,5,8,0,10,47,32,554,79,503,86,443,83,60,29,47,26,8,12,5,9,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,4,6,47,33
1400000US42003416000,42003416000,"Census Tract 4160, Allegheny County, Pennsylvania",815,71,731,68,610,61,121,44,110,43,4,5,7,10,22,10,22,10,0,10,0,10,0,10,0,10,0,10,37,31,4,5,21,14,393,50,346,47,282,42,64,24,60,23,4,5,0,10,11,8,11,8,0,10,0,10,0,10,0,10,0,10,21,16,4,5,11,7,422,50,385,50,328,47,57,30,50,29,0,10,7,10,11,7,11,7,0,10,0,10,0,10,0,10,0,10,16,16,0,10,10,12
1400000US42003417100,42003417100,"Census Tract 4171, Allegheny County, Pennsylvania",1085,99,924,120,795,99,129,54,125,54,4,6,0,10,122,54,122,54,0,10,0,10,0,10,0,10,0,10,12,13,7,12,20,18,541,68,478,61,387,67,91,46,87,46,4,6,0,10,43,31,43,31,0,10,0,10,0,10,0,10,0,10,12,13,0,10,8,13,544,86,446,102,408,101,38,22,38,22,0,10,0,10,79,41,79,41,0,10,0,10,0,10,0,10,0,10,0,10,7,12,12,13
1400000US42003417200,42003417200,"Census Tract 4172, Allegheny County, Pennsylvania",628,116,552,117,489,111,63,41,31,23,30,32,2,4,27,24,27,24,0,10,0,10,0,10,0,10,0,10,0,10,28,35,21,28,293,71,230,59,216,57,14,14,14,14,0,10,0,10,21,23,21,23,0,10,0,10,0,10,0,10,0,10,0,10,22,33,20,27,335,98,322,98,273,91,49,38,17,20,30,32,2,4,6,8,6,8,0,10,0,10,0,10,0,10,0,10,0,10,6,10,1,3
1400000US42003418000,42003418000,"Census Tract 4180, Allegheny County, Pennsylvania",765,77,679,75,655,74,24,17,20,16,0,10,4,6,37,30,37,30,0,10,0,10,0,10,0,10,0,10,24,16,1,4,24,16,369,57,327,56,319,55,8,11,8,11,0,10,0,10,10,11,10,11,0,10,0,10,0,10,0,10,0,10,15,13,1,4,16,14,396,46,352,40,336,41,16,13,12,12,0,10,4,6,27,25,27,25,0,10,0,10,0,10,0,10,0,10,9,10,0,10,8,10
