route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
071C-164,1609-Liberty-Saturday-78,20935-1384557,Outbound-POINT BREEZE VIA OAKLAND-SHADYSIDE-CENTRE AV,0,086 -205,071C0125
071B-164,1609-Liberty-Saturday-78,20936-1384517,Outbound-HIGHLAND PARK VIA OAKLAND-SHADYSIDE-5TH AV,0,071B-086,071B0090
071A-164,1609-Liberty-Saturday-78,20937-1384508,Outbound-NEGLEY VIA OAKLAND-SHADYSIDE-CENTRE AV,0,071A-074,071A0095
071D-164,1609-Liberty-Saturday-78,20938-1384385,Outbound-HAMILTON VIA OAKLAND-SHADYSIDE-5TH AV,0,077 -158,071D0131
071C-164,1609-Liberty-Saturday-78,20939-1384470,Outbound-POINT BREEZE VIA OAKLAND-SHADYSIDE-CENTRE AV,0,071C-111,071C0125
071B-164,1609-Liberty-Saturday-78,20940-1384526,Outbound-HIGHLAND PARK VIA OAKLAND-SHADYSIDE-5TH AV,0,071B-087,071B0090
071A-164,1609-Liberty-Saturday-78,20941-1384528,Outbound-NEGLEY VIA OAKLAND-SHADYSIDE-CENTRE AV,0,071A-075,071A0095
071D-164,1609-Liberty-Saturday-78,20942-1384561,Outbound-HAMILTON VIA OAKLAND-SHADYSIDE-5TH AV,0,068 -055,071D0131
071C-164,1609-Liberty-Saturday-78,20943-1384569,Outbound-POINT BREEZE VIA OAKLAND-SHADYSIDE-CENTRE AV,0,071C-112,071C0125
071B-164,1609-Liberty-Saturday-78,20944-1384541,Outbound-HIGHLAND PARK VIA OAKLAND-SHADYSIDE-5TH AV,0,071B-088,071B0090
071A-164,1609-Liberty-Saturday-78,20945-1384501,Outbound-NEGLEY VIA OAKLAND-SHADYSIDE-CENTRE AV,0,071A-076,071A0095
071D-164,1609-Liberty-Saturday-78,20946-1384527,Outbound-HAMILTON VIA OAKLAND-SHADYSIDE-5TH AV,0,071D-122,071D0131
071C-164,1609-Liberty-Saturday-78,20947-1384437,Outbound-POINT BREEZE VIA OAKLAND-SHADYSIDE-CENTRE AV,0,071C-113,071C0125
071B-164,1609-Liberty-Saturday-78,20948-1384612,Outbound-HIGHLAND PARK VIA OAKLAND-SHADYSIDE-5TH AV,0,071B-089,071B0090
071A-164,1609-Liberty-Saturday-78,20949-1384523,Outbound-NEGLEY VIA OAKLAND-SHADYSIDE-CENTRE AV,0,071A-077,071A0095
071D-164,1609-Liberty-Saturday-78,20950-1384485,Outbound-HAMILTON VIA OAKLAND-SHADYSIDE-5TH AV,0,086 -210,071D0131
071C-164,1609-Liberty-Saturday-78,20951-1384628,Outbound-POINT BREEZE VIA OAKLAND-SHADYSIDE-CENTRE AV,0,071C-115,071C0125
071B-164,1609-Liberty-Saturday-78,20952-1384630,Outbound-HIGHLAND PARK VIA OAKLAND-SHADYSIDE-5TH AV,0,071B-090,071B0090
071A-164,1609-Liberty-Saturday-78,20953-1384528,Outbound-NEGLEY VIA OAKLAND-SHADYSIDE-CENTRE AV,0,071A-075,071A0095
071D-164,1609-Liberty-Saturday-78,20954-1384502,Outbound-HAMILTON VIA OAKLAND-SHADYSIDE-5TH AV,0,071C-116,071D0131
071C-164,1609-Liberty-Saturday-78,20955-1384626,Outbound-POINT BREEZE VIA OAKLAND-SHADYSIDE-CENTRE AV,0,086 -209,071C0125
071B-164,1609-Liberty-Saturday-78,20956-1384541,Outbound-HIGHLAND PARK VIA OAKLAND-SHADYSIDE-5TH AV,0,071B-088,071B0090
071A-164,1609-Liberty-Saturday-78,20957-1384501,Outbound-NEGLEY VIA OAKLAND-SHADYSIDE-CENTRE AV,0,071A-076,071A0095
071D-164,1609-Liberty-Saturday-78,20958-1384522,Outbound-HAMILTON VIA OAKLAND-SHADYSIDE-5TH AV,0,071D-123,071D0131
071C-164,1609-Liberty-Saturday-78,20959-1384569,Outbound-POINT BREEZE VIA OAKLAND-SHADYSIDE-CENTRE AV,0,071C-112,071C0125
071B-164,1609-Liberty-Saturday-78,20960-1384612,Outbound-HIGHLAND PARK VIA OAKLAND-SHADYSIDE-5TH AV,0,071B-089,071B0090
071A-164,1609-Liberty-Saturday-78,20961-1384523,Outbound-NEGLEY VIA OAKLAND-SHADYSIDE-CENTRE AV,0,071A-077,071A0095
071D-164,1609-Liberty-Saturday-78,20962-1384490,Outbound-HAMILTON VIA OAKLAND-SHADYSIDE-5TH AV,0,071D-124,071D0131
071C-164,1609-Liberty-Saturday-78,20963-1384494,Outbound-POINT BREEZE VIA OAKLAND-SHADYSIDE-CENTRE AV,0,071C-114,071C0125
071B-164,1609-Liberty-Saturday-78,20964-1384630,Outbound-HIGHLAND PARK VIA OAKLAND-SHADYSIDE-5TH AV,0,071B-090,071B0090
071A-164,1609-Liberty-Saturday-78,20965-1384529,Outbound-NEGLEY VIA OAKLAND-SHADYSIDE-CENTRE AV,0,071A-078,071A0095
071D-164,1609-Liberty-Saturday-78,20966-1384543,Outbound-HAMILTON VIA OAKLAND-SHADYSIDE-5TH AV,0,071D-125,071D0131
071C-164,1609-Liberty-Saturday-78,20967-1384502,Outbound-POINT BREEZE VIA OAKLAND-SHADYSIDE-CENTRE AV,0,071C-116,071C0125
071B-164,1609-Liberty-Saturday-78,20968-1384541,Outbound-HIGHLAND PARK VIA OAKLAND-SHADYSIDE-5TH AV,0,071B-088,071B0090
071A-164,1609-Liberty-Saturday-78,20969-1384521,Outbound-NEGLEY VIA OAKLAND-SHADYSIDE-CENTRE AV,0,082 -184,071A0095
071D-164,1609-Liberty-Saturday-78,20970-1384522,Outbound-HAMILTON VIA OAKLAND-SHADYSIDE-5TH AV,0,071D-123,071D0131
071C-164,1609-Liberty-Saturday-78,20971-1384599,Outbound-POINT BREEZE VIA OAKLAND-SHADYSIDE-CENTRE AV,0,071C-117,071C0125
071B-164,1609-Liberty-Saturday-78,20972-1384442,Outbound-HIGHLAND PARK VIA OAKLAND-SHADYSIDE-5TH AV,0,071A-079,071B0090
071A-164,1609-Liberty-Saturday-78,20973-1384523,Outbound-NEGLEY VIA OAKLAND-SHADYSIDE-CENTRE AV,0,071A-077,071A0095
071D-164,1609-Liberty-Saturday-78,20974-1384504,Outbound-HAMILTON VIA OAKLAND-SHADYSIDE-5TH AV,0,069 -060,071D0131
071C-164,1609-Liberty-Saturday-78,20975-1384490,Outbound-POINT BREEZE VIA OAKLAND-SHADYSIDE-CENTRE AV,0,071D-124,071C0125
071B-164,1609-Liberty-Saturday-78,20976-1384491,Outbound-HIGHLAND PARK VIA OAKLAND-SHADYSIDE-5TH AV,0,082 -182,071B0090
071A-164,1609-Liberty-Saturday-78,20977-1384529,Outbound-NEGLEY VIA OAKLAND-SHADYSIDE-CENTRE AV,0,071A-078,071A0095
071D-164,1609-Liberty-Saturday-78,20978-1384543,Outbound-HAMILTON VIA OAKLAND-SHADYSIDE-5TH AV,0,071D-125,071D0131
071B-164,1609-Liberty-Saturday-78,20979-1384586,Outbound-HIGHLAND PARK VIA OAKLAND-SHADYSIDE-5TH AV,0,086 -214,071B0090
071A-164,1609-Liberty-Saturday-78,20980-1384442,Outbound-NEGLEY VIA OAKLAND-SHADYSIDE-CENTRE AV,0,071A-079,071A0095
071D-164,1609-Liberty-Saturday-78,20981-1384599,Outbound-HAMILTON VIA OAKLAND-SHADYSIDE-5TH AV,0,071C-117,071D0131
071A-164,1609-Liberty-Saturday-78,20982-1384597,Outbound-NEGLEY VIA OAKLAND-SHADYSIDE-CENTRE AV,0,075 -148,071A0095
071A-164,1609-Liberty-Saturday-78,20983-1384442,Outbound-NEGLEY VIA OAKLAND-SHADYSIDE-CENTRE AV,0,071A-079,071A0095
064-164,1609-Liberty-Saturday-78,20984-1384348,Inbound-LAWRENCEVILLE VIA SQUIRREL HILL-SHADYSIDE-BLOOMFIELD,1,064 -031,0640027
064-164,1609-Liberty-Saturday-78,20985-1384349,Inbound-LAWRENCEVILLE VIA SQUIRREL HILL-SHADYSIDE-BLOOMFIELD,1,064 -032,0640027
064-164,1609-Liberty-Saturday-78,20986-1384348,Inbound-LAWRENCEVILLE VIA SQUIRREL HILL-SHADYSIDE-BLOOMFIELD,1,064 -031,0640027
064-164,1609-Liberty-Saturday-78,20987-1384349,Inbound-LAWRENCEVILLE VIA SQUIRREL HILL-SHADYSIDE-BLOOMFIELD,1,064 -032,0640027
064-164,1609-Liberty-Saturday-78,20988-1384606,Inbound-LAWRENCEVILLE VIA SQUIRREL HILL-SHADYSIDE-BLOOMFIELD,1,064 -033,0640027
064-164,1609-Liberty-Saturday-78,20989-1384608,Inbound-LAWRENCEVILLE VIA SQUIRREL HILL-SHADYSIDE-BLOOMFIELD,1,064 -034,0640027
064-164,1609-Liberty-Saturday-78,20990-1384606,Inbound-LAWRENCEVILLE VIA SQUIRREL HILL-SHADYSIDE-BLOOMFIELD,1,064 -033,0640027
064-164,1609-Liberty-Saturday-78,20991-1384608,Inbound-LAWRENCEVILLE VIA SQUIRREL HILL-SHADYSIDE-BLOOMFIELD,1,064 -034,0640027
064-164,1609-Liberty-Saturday-78,20992-1384607,Inbound-LAWRENCEVILLE VIA SQUIRREL HILL-SHADYSIDE-BLOOMFIELD,1,064 -035,0640027
064-164,1609-Liberty-Saturday-78,20993-1384610,Inbound-LAWRENCEVILLE VIA SQUIRREL HILL-SHADYSIDE-BLOOMFIELD,1,064 -036,0640027
064-164,1609-Liberty-Saturday-78,20994-1384607,Inbound-LAWRENCEVILLE VIA SQUIRREL HILL-SHADYSIDE-BLOOMFIELD,1,064 -035,0640027
064-164,1609-Liberty-Saturday-78,20995-1384610,Inbound-LAWRENCEVILLE VIA SQUIRREL HILL-SHADYSIDE-BLOOMFIELD,1,064 -036,0640027
064-164,1609-Liberty-Saturday-78,20996-1384611,Inbound-LAWRENCEVILLE VIA SQUIRREL HILL-SHADYSIDE-BLOOMFIELD,1,064 -037,0640027
064-164,1609-Liberty-Saturday-78,20997-1384613,Inbound-LAWRENCEVILLE VIA SQUIRREL HILL-SHADYSIDE-BLOOMFIELD,1,064 -038,0640027
064-164,1609-Liberty-Saturday-78,20998-1384611,Inbound-LAWRENCEVILLE VIA SQUIRREL HILL-SHADYSIDE-BLOOMFIELD,1,064 -037,0640027
064-164,1609-Liberty-Saturday-78,20999-1384613,Inbound-LAWRENCEVILLE VIA SQUIRREL HILL-SHADYSIDE-BLOOMFIELD,1,064 -038,0640027
064-164,1609-Liberty-Saturday-78,21000-1384616,Inbound-LAWRENCEVILLE VIA SQUIRREL HILL-SHADYSIDE-BLOOMFIELD,1,064 -039,0640027
064-164,1609-Liberty-Saturday-78,21001-1384615,Inbound-LAWRENCEVILLE VIA SQUIRREL HILL-SHADYSIDE-BLOOMFIELD,1,064 -040,0640027
064-164,1609-Liberty-Saturday-78,21002-1384616,Inbound-LAWRENCEVILLE VIA SQUIRREL HILL-SHADYSIDE-BLOOMFIELD,1,064 -039,0640027
028X-164,1609-Liberty-Saturday-78,21003-1384444,Outbound-AIRPORT FLYER PGH INT'L AIRPORT VIA ROBINSON TOWN CTR,0,028X-001,028X0100
028X-164,1609-Liberty-Saturday-78,21004-1384443,Outbound-AIRPORT FLYER PGH INT'L AIRPORT VIA ROBINSON TOWN CTR,0,028X-002,028X0100
028X-164,1609-Liberty-Saturday-78,21005-1384392,Outbound-AIRPORT FLYER PGH INT'L AIRPORT VIA ROBINSON TOWN CTR,0,028X-003,028X0100
028X-164,1609-Liberty-Saturday-78,21006-1384393,Outbound-AIRPORT FLYER PGH INT'L AIRPORT VIA ROBINSON TOWN CTR,0,028X-004,028X0100
028X-164,1609-Liberty-Saturday-78,21007-1384394,Outbound-AIRPORT FLYER PGH INT'L AIRPORT VIA ROBINSON TOWN CTR,0,028X-005,028X0100
058-164,1609-Liberty-Saturday-78,21008-1384444,Inbound-GREENFIELD TO DOWNTOWN,1,028X-001,0580037
028X-164,1609-Liberty-Saturday-78,21009-1384395,Outbound-AIRPORT FLYER PGH INT'L AIRPORT VIA ROBINSON TOWN CTR,0,028X-006,028X0100
028X-164,1609-Liberty-Saturday-78,21010-1384443,Outbound-AIRPORT FLYER PGH INT'L AIRPORT VIA ROBINSON TOWN CTR,0,028X-002,028X0100
028X-164,1609-Liberty-Saturday-78,21012-1384392,Outbound-AIRPORT FLYER PGH INT'L AIRPORT VIA ROBINSON TOWN CTR,0,028X-003,028X0100
058-164,1609-Liberty-Saturday-78,21014-1384450,Inbound-GREENFIELD TO DOWNTOWN,1,028X-007,0580037
028X-164,1609-Liberty-Saturday-78,21016-1384467,Outbound-AIRPORT FLYER PGH INT'L AIRPORT VIA ROBINSON TOWN CTR,0,028X-008,028X0100
028X-164,1609-Liberty-Saturday-78,21018-1384545,Outbound-AIRPORT FLYER PGH INT'L AIRPORT VIA ROBINSON TOWN CTR,0,028X-009,028X0100
028X-164,1609-Liberty-Saturday-78,21020-1384455,Outbound-AIRPORT FLYER PGH INT'L AIRPORT VIA ROBINSON TOWN CTR,0,028X-010,028X0100
058-164,1609-Liberty-Saturday-78,21021-1384445,Inbound-GREENFIELD TO DOWNTOWN,1,028X-011,0580037
028X-164,1609-Liberty-Saturday-78,21023-1384450,Outbound-AIRPORT FLYER PGH INT'L AIRPORT VIA ROBINSON TOWN CTR,0,028X-007,028X0100
028X-164,1609-Liberty-Saturday-78,21024-1384447,Outbound-AIRPORT FLYER PGH INT'L AIRPORT VIA ROBINSON TOWN CTR,0,028X-012,028X0100
028X-164,1609-Liberty-Saturday-78,21025-1384467,Outbound-AIRPORT FLYER PGH INT'L AIRPORT VIA ROBINSON TOWN CTR,0,028X-008,028X0100
058-164,1609-Liberty-Saturday-78,21026-1384545,Inbound-GREENFIELD TO DOWNTOWN,1,028X-009,0580037
028X-164,1609-Liberty-Saturday-78,21027-1384445,Outbound-AIRPORT FLYER PGH INT'L AIRPORT VIA ROBINSON TOWN CTR,0,028X-011,028X0100
028X-164,1609-Liberty-Saturday-78,21029-1384455,Outbound-AIRPORT FLYER PGH INT'L AIRPORT VIA ROBINSON TOWN CTR,0,028X-010,028X0100
028X-164,1609-Liberty-Saturday-78,21030-1384460,Outbound-AIRPORT FLYER PGH INT'L AIRPORT VIA ROBINSON TOWN CTR,0,028X-014,028X0100
058-164,1609-Liberty-Saturday-78,21032-1384396,Inbound-GREENFIELD TO DOWNTOWN,1,028X-015,0580037
028X-164,1609-Liberty-Saturday-78,21034-1384603,Outbound-AIRPORT FLYER PGH INT'L AIRPORT VIA ROBINSON TOWN CTR,0,028X-013,028X0100
028X-164,1609-Liberty-Saturday-78,21036-1384468,Outbound-AIRPORT FLYER PGH INT'L AIRPORT VIA ROBINSON TOWN CTR,0,028X-016,028X0100
028X-164,1609-Liberty-Saturday-78,21038-1384474,Outbound-AIRPORT FLYER PGH INT'L AIRPORT VIA ROBINSON TOWN CTR,0,028X-017,028X0100
058-164,1609-Liberty-Saturday-78,21040-1384397,Inbound-GREENFIELD TO DOWNTOWN,1,028X-018,0580037
028X-164,1609-Liberty-Saturday-78,21041-1384396,Outbound-AIRPORT FLYER PGH INT'L AIRPORT VIA ROBINSON TOWN CTR,0,028X-015,028X0100
028X-164,1609-Liberty-Saturday-78,21042-1384460,Outbound-AIRPORT FLYER PGH INT'L AIRPORT VIA ROBINSON TOWN CTR,0,028X-014,028X0100
028X-164,1609-Liberty-Saturday-78,21044-1384478,Outbound-AIRPORT FLYER PGH INT'L AIRPORT VIA ROBINSON TOWN CTR,0,028X-019,028X0100
058-164,1609-Liberty-Saturday-78,21046-1384398,Inbound-GREENFIELD TO DOWNTOWN,1,028X-020,0580037
028X-164,1609-Liberty-Saturday-78,21047-1384397,Outbound-AIRPORT FLYER PGH INT'L AIRPORT VIA ROBINSON TOWN CTR,0,028X-018,028X0100
028X-164,1609-Liberty-Saturday-78,21048-1384474,Outbound-AIRPORT FLYER PGH INT'L AIRPORT VIA ROBINSON TOWN CTR,0,028X-017,028X0100
028X-164,1609-Liberty-Saturday-78,21050-1384466,Outbound-AIRPORT FLYER PGH INT'L AIRPORT VIA ROBINSON TOWN CTR,0,028X-021,028X0100
058-164,1609-Liberty-Saturday-78,21052-1384399,Inbound-GREENFIELD TO DOWNTOWN,1,028X-022,0580037
028X-164,1609-Liberty-Saturday-78,21053-1384398,Outbound-AIRPORT FLYER PGH INT'L AIRPORT VIA ROBINSON TOWN CTR,0,028X-020,028X0100
028X-164,1609-Liberty-Saturday-78,21054-1384478,Outbound-AIRPORT FLYER PGH INT'L AIRPORT VIA ROBINSON TOWN CTR,0,028X-019,028X0100
028X-164,1609-Liberty-Saturday-78,21056-1384472,Outbound-AIRPORT FLYER PGH INT'L AIRPORT VIA ROBINSON TOWN CTR,0,028X-023,028X0100
058-164,1609-Liberty-Saturday-78,21058-1384400,Inbound-GREENFIELD TO DOWNTOWN,1,028X-024,0580037
028X-164,1609-Liberty-Saturday-78,21059-1384399,Outbound-AIRPORT FLYER PGH INT'L AIRPORT VIA ROBINSON TOWN CTR,0,028X-022,028X0100
028X-164,1609-Liberty-Saturday-78,21060-1384466,Outbound-AIRPORT FLYER PGH INT'L AIRPORT VIA ROBINSON TOWN CTR,0,028X-021,028X0100
028X-164,1609-Liberty-Saturday-78,21062-1384484,Outbound-AIRPORT FLYER PGH INT'L AIRPORT VIA ROBINSON TOWN CTR,0,028X-025,028X0100
058-164,1609-Liberty-Saturday-78,21064-1384401,Inbound-GREENFIELD TO DOWNTOWN,1,028X-026,0580037
028X-164,1609-Liberty-Saturday-78,21065-1384400,Outbound-AIRPORT FLYER PGH INT'L AIRPORT VIA ROBINSON TOWN CTR,0,028X-024,028X0100
028X-164,1609-Liberty-Saturday-78,21067-1384475,Outbound-AIRPORT FLYER PGH INT'L AIRPORT VIA ROBINSON TOWN CTR,0,028X-027,028X0100
028X-164,1609-Liberty-Saturday-78,21069-1384493,Outbound-AIRPORT FLYER PGH INT'L AIRPORT VIA ROBINSON TOWN CTR,0,028X-028,028X0100
058-164,1609-Liberty-Saturday-78,21071-1384487,Inbound-GREENFIELD TO DOWNTOWN,1,028X-029,0580037
028X-164,1609-Liberty-Saturday-78,21072-1384401,Outbound-AIRPORT FLYER PGH INT'L AIRPORT VIA ROBINSON TOWN CTR,0,028X-026,028X0100
028X-164,1609-Liberty-Saturday-78,21073-1384484,Outbound-AIRPORT FLYER PGH INT'L AIRPORT VIA ROBINSON TOWN CTR,0,028X-025,028X0100
028X-164,1609-Liberty-Saturday-78,21075-1384477,Outbound-AIRPORT FLYER PGH INT'L AIRPORT VIA ROBINSON TOWN CTR,0,028X-030,028X0100
058-164,1609-Liberty-Saturday-78,21076-1384475,Inbound-GREENFIELD TO DOWNTOWN,1,028X-027,0580037
028X-164,1609-Liberty-Saturday-78,21077-1384487,Outbound-AIRPORT FLYER PGH INT'L AIRPORT VIA ROBINSON TOWN CTR,0,028X-029,028X0100
028X-164,1609-Liberty-Saturday-78,21078-1384493,Outbound-AIRPORT FLYER PGH INT'L AIRPORT VIA ROBINSON TOWN CTR,0,028X-028,028X0100
064-164,1609-Liberty-Saturday-78,21085-1384348,Outbound-WATERFRONT VIA BLOOMFIELD-SHADYSIDE-SQUIRREL HILL,0,064 -031,0640026
064-164,1609-Liberty-Saturday-78,21086-1384349,Outbound-WATERFRONT VIA BLOOMFIELD-SHADYSIDE-SQUIRREL HILL,0,064 -032,0640026
064-164,1609-Liberty-Saturday-78,21087-1384348,Outbound-WATERFRONT VIA BLOOMFIELD-SHADYSIDE-SQUIRREL HILL,0,064 -031,0640026
064-164,1609-Liberty-Saturday-78,21088-1384349,Outbound-WATERFRONT VIA BLOOMFIELD-SHADYSIDE-SQUIRREL HILL,0,064 -032,0640026
064-164,1609-Liberty-Saturday-78,21090-1384606,Outbound-WATERFRONT VIA BLOOMFIELD-SHADYSIDE-SQUIRREL HILL,0,064 -033,0640026
064-164,1609-Liberty-Saturday-78,21092-1384608,Outbound-WATERFRONT VIA BLOOMFIELD-SHADYSIDE-SQUIRREL HILL,0,064 -034,0640026
064-164,1609-Liberty-Saturday-78,21093-1384606,Outbound-WATERFRONT VIA BLOOMFIELD-SHADYSIDE-SQUIRREL HILL,0,064 -033,0640026
064-164,1609-Liberty-Saturday-78,21094-1384608,Outbound-WATERFRONT VIA BLOOMFIELD-SHADYSIDE-SQUIRREL HILL,0,064 -034,0640026
064-164,1609-Liberty-Saturday-78,21096-1384607,Outbound-WATERFRONT VIA BLOOMFIELD-SHADYSIDE-SQUIRREL HILL,0,064 -035,0640026
064-164,1609-Liberty-Saturday-78,21098-1384610,Outbound-WATERFRONT VIA BLOOMFIELD-SHADYSIDE-SQUIRREL HILL,0,064 -036,0640026
064-164,1609-Liberty-Saturday-78,21099-1384607,Outbound-WATERFRONT VIA BLOOMFIELD-SHADYSIDE-SQUIRREL HILL,0,064 -035,0640026
064-164,1609-Liberty-Saturday-78,21100-1384610,Outbound-WATERFRONT VIA BLOOMFIELD-SHADYSIDE-SQUIRREL HILL,0,064 -036,0640026
064-164,1609-Liberty-Saturday-78,21102-1384611,Outbound-WATERFRONT VIA BLOOMFIELD-SHADYSIDE-SQUIRREL HILL,0,064 -037,0640026
064-164,1609-Liberty-Saturday-78,21104-1384613,Outbound-WATERFRONT VIA BLOOMFIELD-SHADYSIDE-SQUIRREL HILL,0,064 -038,0640026
064-164,1609-Liberty-Saturday-78,21105-1384611,Outbound-WATERFRONT VIA BLOOMFIELD-SHADYSIDE-SQUIRREL HILL,0,064 -037,0640026
064-164,1609-Liberty-Saturday-78,21106-1384613,Outbound-WATERFRONT VIA BLOOMFIELD-SHADYSIDE-SQUIRREL HILL,0,064 -038,0640026
064-164,1609-Liberty-Saturday-78,21108-1384616,Outbound-WATERFRONT VIA BLOOMFIELD-SHADYSIDE-SQUIRREL HILL,0,064 -039,0640026
064-164,1609-Liberty-Saturday-78,21110-1384615,Outbound-WATERFRONT VIA BLOOMFIELD-SHADYSIDE-SQUIRREL HILL,0,064 -040,0640026
064-164,1609-Liberty-Saturday-78,21111-1384616,Outbound-WATERFRONT VIA BLOOMFIELD-SHADYSIDE-SQUIRREL HILL,0,064 -039,0640026
074-164,1609-Liberty-Saturday-78,21114-1384406,Inbound-HOMEWOOD-EAST LIBERTY,1,074 -126,0740101
074-164,1609-Liberty-Saturday-78,21115-1384407,Inbound-HOMEWOOD-EAST LIBERTY,1,074 -127,0740101
074-164,1609-Liberty-Saturday-78,21116-1384406,Inbound-HOMEWOOD-EAST LIBERTY,1,074 -126,0740101
074-164,1609-Liberty-Saturday-78,21117-1384407,Inbound-HOMEWOOD-EAST LIBERTY,1,074 -127,0740101
074-164,1609-Liberty-Saturday-78,21118-1384406,Inbound-HOMEWOOD-EAST LIBERTY,1,074 -126,0740101
074-164,1609-Liberty-Saturday-78,21119-1384407,Inbound-HOMEWOOD-EAST LIBERTY,1,074 -127,0740101
074-164,1609-Liberty-Saturday-78,21120-1384577,Inbound-HOMEWOOD-EAST LIBERTY,1,074 -128,0740101
074-164,1609-Liberty-Saturday-78,21121-1384530,Inbound-HOMEWOOD-EAST LIBERTY,1,071C-098,0740101
074-164,1609-Liberty-Saturday-78,21122-1384577,Inbound-HOMEWOOD-EAST LIBERTY,1,074 -128,0740101
074-164,1609-Liberty-Saturday-78,21123-1384534,Inbound-HOMEWOOD-EAST LIBERTY,1,074 -129,0740101
074-164,1609-Liberty-Saturday-78,21124-1384578,Inbound-HOMEWOOD-EAST LIBERTY,1,074 -130,0740101
074-164,1609-Liberty-Saturday-78,21125-1384534,Inbound-HOMEWOOD-EAST LIBERTY,1,074 -129,0740101
074-164,1609-Liberty-Saturday-78,21126-1384578,Inbound-HOMEWOOD-EAST LIBERTY,1,074 -130,0740101
074-164,1609-Liberty-Saturday-78,21127-1384582,Inbound-HOMEWOOD-EAST LIBERTY,1,074 -131,0740101
074-164,1609-Liberty-Saturday-78,21128-1384578,Inbound-HOMEWOOD-EAST LIBERTY,1,074 -130,0740101
074-164,1609-Liberty-Saturday-78,21129-1384582,Inbound-HOMEWOOD-EAST LIBERTY,1,074 -131,0740101
074-164,1609-Liberty-Saturday-78,21130-1384584,Inbound-HOMEWOOD-EAST LIBERTY,1,074 -132,0740101
074-164,1609-Liberty-Saturday-78,21131-1384582,Inbound-HOMEWOOD-EAST LIBERTY,1,074 -131,0740101
074-164,1609-Liberty-Saturday-78,21132-1384584,Inbound-HOMEWOOD-EAST LIBERTY,1,074 -132,0740101
074-164,1609-Liberty-Saturday-78,21133-1384479,Inbound-HOMEWOOD-EAST LIBERTY,1,074 -133,0740101
074-164,1609-Liberty-Saturday-78,21134-1384584,Inbound-HOMEWOOD-EAST LIBERTY,1,074 -132,0740101
074-164,1609-Liberty-Saturday-78,21135-1384415,Inbound-HOMEWOOD-EAST LIBERTY,1,086 -213,0740101
077-164,1609-Liberty-Saturday-78,21136-1384376,Inbound-PENN HILLS TO DOWNTOWN,1,077 -149,0770121
077-164,1609-Liberty-Saturday-78,21137-1384377,Inbound-PENN HILLS TO DOWNTOWN,1,077 -150,0770121
077-164,1609-Liberty-Saturday-78,21138-1384376,Inbound-PENN HILLS TO DOWNTOWN,1,077 -149,0770121
077-164,1609-Liberty-Saturday-78,21139-1384377,Inbound-PENN HILLS TO DOWNTOWN,1,077 -150,0770121
077-164,1609-Liberty-Saturday-78,21140-1384378,Inbound-PENN HILLS TO DOWNTOWN,1,077 -151,0770121
077-164,1609-Liberty-Saturday-78,21141-1384379,Inbound-PENN HILLS TO DOWNTOWN,1,077 -152,0770121
077-164,1609-Liberty-Saturday-78,21142-1384380,Inbound-PENN HILLS TO DOWNTOWN,1,077 -153,0770121
077-164,1609-Liberty-Saturday-78,21143-1384381,Inbound-PENN HILLS TO DOWNTOWN,1,077 -154,0770121
077-164,1609-Liberty-Saturday-78,21144-1384382,Inbound-PENN HILLS TO DOWNTOWN,1,077 -155,0770121
077-164,1609-Liberty-Saturday-78,21145-1384383,Inbound-PENN HILLS TO DOWNTOWN,1,077 -156,0770121
077-164,1609-Liberty-Saturday-78,21146-1384384,Inbound-PENN HILLS TO DOWNTOWN,1,077 -157,0770121
077-164,1609-Liberty-Saturday-78,21147-1384385,Inbound-PENN HILLS TO DOWNTOWN,1,077 -158,0770121
077-164,1609-Liberty-Saturday-78,21148-1384386,Inbound-PENN HILLS TO DOWNTOWN,1,077 -159,0770121
077-164,1609-Liberty-Saturday-78,21149-1384387,Inbound-PENN HILLS TO DOWNTOWN,1,077 -160,0770121
077-164,1609-Liberty-Saturday-78,21150-1384388,Inbound-PENN HILLS TO DOWNTOWN,1,077 -161,0770121
077-164,1609-Liberty-Saturday-78,21151-1384389,Inbound-PENN HILLS TO DOWNTOWN,1,077 -162,0770121
077-164,1609-Liberty-Saturday-78,21152-1384390,Inbound-PENN HILLS TO DOWNTOWN,1,077 -163,0770121
068-164,1609-Liberty-Saturday-78,21155-1384440,Inbound-BRADDOCK HILLS TO WILKINSBURG STATION,1,088 -229,0680033
067-164,1609-Liberty-Saturday-78,21156-1384358,Inbound-MONROEVILLE DOWNTOWN VIA OAKLAND,1,067 -041,0670119
067-164,1609-Liberty-Saturday-78,21157-1384359,Inbound-MONROEVILLE DOWNTOWN VIA OAKLAND,1,067 -042,0670119
068-164,1609-Liberty-Saturday-78,21158-1384623,Inbound-BRADDOCK HILLS TO WILKINSBURG STATION,1,068 -049,0680033
067-164,1609-Liberty-Saturday-78,21159-1384358,Inbound-MONROEVILLE DOWNTOWN VIA OAKLAND,1,067 -041,0670119
068-164,1609-Liberty-Saturday-78,21160-1384430,Inbound-BRADDOCK HILLS TO WILKINSBURG STATION,1,071C-094,0680033
067-164,1609-Liberty-Saturday-78,21161-1384359,Inbound-MONROEVILLE DOWNTOWN VIA OAKLAND,1,067 -042,0670119
